	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
Included	In Orth 2011	Substrates	EcoCyc ID	Symbol	Name	Annotation	Function	Synth_Prob	Prob(>=1 transcript/gen)	KEIO LB	KEIO MM 24h	KEIO MM 48h 	Gen footprin LB	PEC database	Mutagen LB	Name	Function	Description	Function	GO-terms
Can add reaction	No	['CPD-8199 // CPD-8200']	EG10624	mutH	MutH	characterized	characterized	2.16744232558E-06	0.53	0.68	0.376	0.553	N	N	N	methyl-directed mismatch repair protein	Enzyme; DNA - replication, repair, restriction/modification	Methyl-directed mismatch repair	DNA repair 	regulation of DNA recombination
Can add reaction	No	['CPD-8199 // CPD-8200']	EG10625	mutS	MutS	characterized	characterized	7.02893185472E-06	0.88	0.678	0.221	0.128	N	N	N	methyl-directed mismatch repair protein	Enzyme; DNA - replication, repair, restriction/modification	Methyl-directed mismatch repair protein, weak ATPase; dimeric/tetrameric	DNA repair 	regulation of DNA recombination
Can add reaction	No	['WATER // DNA-With-GO-A-Mismatch // DNA-containing-a-Apyrimidinic-Sites // ADENINE']	EG10627	mutY	adenine glycosylase; G.C --> T.A transversions	characterized	characterized	8.26465073736E-06	0.94	0.76	0.329	0.262	N	N	N	adenine DNA glycosylase	Enzyme; DNA - replication, repair, restriction/modification	Adenine DNA glycosylase, G-A mismatched DNA repair; 2-hydroxyadenine glycosylase	DNA repair 	base-excision repair
Can add reaction	No	['WATER // Single-Stranded-DNAs // 5-phosphooligonucleotides']	EG10651	nfo	endonuclease IV	characterized	characterized	1.48185261844E-05	1.00	0.784	0.322	0.294	N	N	N	endonuclease IV with intrinsic 3'-5' exonuclease activity	Enzyme; Degradation of DNA	AP endodeoxyribonuclease IV; member of soxRS regulon; endonuclease IV	DNA repair 	non-recombinational repair
Can add reaction	No	['Damaged-DNA-Pyrimidine // DNA-containing-a-Apyrimidinic-Sites', 'DNA-containing-abasic-Sites // 5-Phospho-terminated-DNAs // 3-terminal-unsaturated-sugars // PROTON']	EG10662	nth	endonuclease III; specific for apurinic and/or apyrimidinic sites	characterized	characterized	3.26286535865E-06	0.69	0.735	0.325	0.31	N	N	N	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)	Enzyme; Degradation of DNA	Endonuclease III: DNA N-glycosylase/AP lyase	DNA repair 	base-excision repair
Can add reaction	No	['DNA-With-Pyrimidine-Dimers // DNA-Adjacent-Pyrimidines']	EG10736	phr	deoxyribodipyrimidine photolyase (photoreactivation)	characterized	characterized	3.38531148281E-06	0.66	0.858	0.273	0.267	E	N	N	deoxyribodipyrimidine photolyase, FAD-binding	Enzyme; DNA - replication, repair, restriction/modification	Deoxyribodipyrimidine photolyase; DNA photolyase; monomeric	DNA repair 	protein-chromophore linkage
Can add reaction	No	['WATER // DNA-N // Deoxy-Ribonucleoside-Monophosphates']	EG10926	sbcB	exonuclease I	characterized	characterized	4.68239050686E-06	0.81	0.702	0.371	0.387	N	N	N	exodeoxyribonuclease I; exonuclease I	Enzyme; Degradation of DNA	Exodeoxyribonuclease I, exonuclease I, suppressor of recBC	DNA repair 	N/A
Can add reaction	No	['WATER // DNA-3-methyladenines // DNA-containing-aPurinic-Sites // 3-Methyl-Adenines']	EG10986	tag	3-methyl-adenine DNA glycosylase I	characterized	characterized	1.29784538327E-05	1.00	0.746	0.336	0.395	N	N	N	3-methyl-adenine DNA glycosylase I, constitutive	Enzyme; DNA - replication, repair, restriction/modification	3-methyladenine DNA glycosylase I, contains Zn(II)	DNA repair 	base-excision repair
Can add reaction	No	['Deoxy-Ribonucleoside-Triphosphates // PPI // DNA-N']	EG11056	umuC	SOS mutagenesis and repair	characterized	characterized	7.0548489222E-07	0.34	0.754	0.487	0.786	N	N	N	translesion error-prone DNA polymerase V subunit; DNA polymerase activity	Putative enzyme; DNA - replication, repair, restriction/modification	Translesion DNA polymerase V subunit, DNA polymerizing subunit; error-prone repair; induced mutagenesis protein; DNA damage checkpoint effector; intrinsic AP lyase activity	DNA repair 	single strand break repair
Can add reaction	No	['Deoxy-Ribonucleoside-Triphosphates // PPI // DNA-N']	EG11057	umuD	SOS mutagenesis; error-prone repair; processed to UmuD; forms complex with UmuC	characterized	characterized	1.03508449568E-06	0.38	0.749	0.17	0.223	N	N	N	translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease	Putative enzyme; DNA - replication, repair, restriction/modification	Translesion DNA polymerase V subunit; error-prone repair; intrinsic AP lyase activity; induced mutagenesis protein; DNA damage checkpoint effector; RecA-activated auto-protease	DNA repair 	N/A
Can add reaction	No	['WATER // DNA-with-Uracils // DNA-containing-a-Apyrimidinic-Sites // URACIL']	EG11058	ung	uracil-DNA glycosylase	characterized	characterized	1.18737033893E-05	0.94	0.694	0.379	0.304	N	N	N	uracil-DNA-glycosylase	Enzyme; DNA - replication, repair, restriction/modification	Uracil-DNA glycosylase; UDG excises uracil from DNA by base flipping mechanism; prefers ssDNA over dsDNA	DNA repair 	base-excision repair
Can add reaction	No	['WATER // CPD-8180 // CPD-8534']	EG11061	uvrA	excision nuclease subunit A	characterized	characterized	1.68910538639E-05	1.00	0.946	0.522	1.01	N	N	N	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	Enzyme; DNA - replication, repair, restriction/modification	Excision nuclease subunit A; nucleotide excision repair of UV damage to DNA; LexA regulon; binds Zn(II)	DNA repair 	nucleotide-excision repair
Can add reaction	No	['WATER // CPD-8180 // CPD-8534']	EG11062	uvrB	DNA repair; excision nuclease subunit B	characterized	characterized	7.80207258476E-06	0.94	0.809	0.28	0.464	N	N	u	exision nuclease of nucleotide excision repair, DNA damage recognition component	Enzyme; Degradation of DNA	Excision nuclease subunit B, ATPase I and helicase II; repair of UV damage to DNA	DNA repair 	nucleotide-excision repair
Can add reaction	No	['WATER // CPD-8180 // CPD-8534']	EG11063	uvrC	excinuclease ABC	characterized	characterized	2.32209343722E-05	1.00	0.801	0.413	0.468	N	N	N	excinuclease UvrABC, endonuclease subunit	Enzyme; Degradation of DNA	Excision nuclease subunit C; repair of UV damage to DNA; multicopy causes mucoidy	DNA repair 	N/A
Can add reaction	No	['WATER // DNA-N // Deoxy-Ribonucleoside-Monophosphates']	EG11073	xthA	exonuclease III	characterized	characterized	1.10951986875E-05	0.94	0.764	0.269	0.252	N	N	N	exonuclease III	Enzyme; Degradation of DNA	Exodeoxyribonuclease III and AP endodeoxyribonuclease VI; RNase H activity; DNA repair	DNA repair 	N/A
Can add reaction	No	['WATER // Alkylated-DNAs // DNA-containing-abasic-Sites // Alkylated-Bases']	EG11222	alkA	3-methyl-adenine DNA glycosylase II	characterized	characterized	1.00974358383E-06	0.38	0.767	0.414	0.402	N	N	u	3-methyl-adenine DNA glycosylase II	Enzyme; DNA - replication, repair, restriction/modification	3-methyl-adenine DNA glycosylase II, inducible; repairs by single-and double-strand excision of 3-methyl adenine	DNA repair 	DNA dealkylation involved in DNA repair
Can add reaction	No	['CPD-8199 // CPD-8200']	EG11281	mutL	MutL	characterized	characterized	1.50322141682E-05	1.00	0.833	0.278	0.289	N	N	N	methyl-directed mismatch repair protein	Enzyme; DNA - replication, repair, restriction/modification	Methyl-directed mismatch repair; matchmaker protein; weak DNA-stimulated ATPase	DNA repair 	regulation of DNA recombination
Can add reaction	No	['DNA-Ligase-L-lysine // NAD // DNA-Ligase-L-lysine-adenylate // NICOTINAMIDE_NUCLEOTIDE // PROTON', 'PROTON // 5-Phospho-terminated-DNAs // DNA-Ligase-L-lysine-adenylate // A-5-prime-PP-5-prime-DNA // DNA-Ligase-L-lysine', 'NAD // 5-Phospho-terminated-DNAs // 3-Hydroxy-Terminated-DNAs // DNA-N // AMP // NICOTINAMIDE_NUCLEOTIDE // PROTON', '3-Hydroxy-Terminated-DNAs // A-5-prime-PP-5-prime-DNA // DNA-N // AMP // PROTON']	EG11334	ligB	DNA ligase	characterized	characterized	7.76914493725E-07	0.16	0.794	0.245	0.212	N	u	u	DNA ligase, NAD(+)-dependent	Putative enzyme; Not classified	DNA ligase B, NAD(+)-dependent	DNA repair 	DNA ligation
Can add reaction	No	['WATER // DNA-containing-abasic-Sites // Deoxy-Ribonucleoside-Monophosphates // PROTON']	EG11915	nfi	endonuclease V (deoxyinosine 3-endonuclease)	characterized	characterized	1.51943758868E-05	1.00	0.805	0.426	0.668	N	u	N	endonuclease V; deoxyinosine 3' endonuclease	Enzyme; Degradation of DNA	Endonuclease V, specific for single-stranded DNA or duplex DNA with damaged U; deoxyinosine 3' endonuclease; inosine 3' endoribonuclease	DNA repair 	N/A
Can add reaction	No	['WATER // CPD-8521 // DNA-containing-abasic-Sites // Modified-Bases']	EG12717	mug	stationary phase mismatch/uracil DNA glycosylase	characterized	characterized	2.66482596059E-05	1.00	0.789	0.29	0.343	N	N	N	G/U mismatch-specific DNA glycosylase; xanthine DNA glycosylase	Null	Uracil DNA glycosylase, G:U mismatch-specific, dsDNA-specific; xanthine DNA glycosylase; excises uracil and xanthine from DNA by base flipping mechanism; required for mutation avoidance in stationary phase; up-regulated in stationary phase	DNA repair 	base-excision repair AP site formation
Can add reaction	No	['Deoxy-Ribonucleoside-Triphosphates // PPI // DNA-N']	G6115	dinB	DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis)	characterized	characterized	2.4094436319E-06	0.50	0.829	0.39	0.469	N	N	N	DNA polymerase IV	Null	DNA polymerase IV, capable of translesion synthesis; overexpression enhances mutagenesis; mediates targeted mutagenesis by 4-NQO; intrinsic AP lyase activity	DNA repair 	translesion synthesis
Can add reaction	No	['DNA-containing-abasic-Sites // 5-Phospho-terminated-DNAs // 3-terminal-unsaturated-sugars // PROTON']	G6383	nei	endonuclease VIII	characterized	characterized	8.43285280427E-06	0.94	0.65	0.358	0.505	X	N	N	endonuclease VIII and 5-formyluracil/5-hydroxymethyluracil DNA glycosylase	Enzyme; DNA - replication, repair, restriction/modification	DNA glycosylase/apurinic lyase, deoxyinosine-specific; endonuclease VIII	DNA repair 	nucleotide-excision repair
Yes	Yes	['KDO2-LIPID-IVA // Dodecanoyl-ACPs // KDO2-LAUROYL-LIPID-IVA // ACP']	EG10464	lpxL	lauroyl acyltransferase	characterized	characterized	0.000005534	0.88	0.356	0.424	0.348	N	N	u	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	Factor; Adaptations, atypical conditions	Lipid A synthesis, KDO2-lipid IVA lauroyl-ACP acyltransferase; not under heat shock regulation; membrane protein affecting cell division, growth, and high-temperature survival	Endotoxin synthesis 	Kdo2-lipid A biosynthetic process
Yes	No	['KDO2-LAUROYL-LIPID-IVA // Myristoyl-ACPs // KDO2-LIPID-A // ACP', 'KDO2-PALMITOLEOYL-LIPID-IVA // Myristoyl-ACPs // KDO2-LIPID-IVA-COLD // ACP']	EG10614	lpxM	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	characterized	characterized	1.33891164174E-05	1.00	0.661	0.335	0.176	N	N	N	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	Putative factor; Adaptations, atypical conditions	Lipid A synthesis, KDO2-lauroyl-lipid IVA myristoyl-ACP acyltransferase	Endotoxin synthesis 	Kdo2-lipid A biosynthetic process
Yes	Yes	['KDO2-LIPID-IVA // Palmitoleoyl-ACPs // KDO2-PALMITOLEOYL-LIPID-IVA // ACP']	G7241	lpxP	palmitoleoyl acyltransferase	characterized	characterized	4.31505740669E-06	0.75	0.724	0.203	0.311	N	N	u	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	Enzyme; Not classified	Lipid A synthesis, KDO2-lipid IVA palmitoleoyl-ACP acyltransferase; cold temperature inducible	Endotoxin synthesis 	N/A
Can add reaction	No	['EG11489-MONOMER']	G6543	csgG	curli secretion channel	characterized	characterized	5.83921288342E-06	0.78	0.78	0.285	0.306	N	N	N	curli production assembly/transport outer membrane lipoprotein	Structural component; Surface structures	Pore-forming OM lipoprotein for curli subunit secretion; CsgEFG curlin secretion complex	External structure 	N/A
Can add reaction	No	['GTP // C-DI-GMP // PPI']	G6673	ydaM	diguanylate cyclase	characterized	unknown	5.27825868541E-06	0.84	0.789	0.279	0.284	N	N	N	diguanylate cyclase, csgD regulator	Null	Diguanylate cyclase, csgD regulator; also regulates GGDEF protein YaiC(AdrA)	External structure 	N/A
Can add reaction	No	['Pre-crRNAs // crRNAs']	G7426	casE	crRNA endonuclease	characterized	characterized	2.34908265283E-06	0.53	0.761	0.301	0.314	N	u	N	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein	Null	CRISPR RNA precursor cleavage enzyme; CRISPR RNA (crRNA) containing Cascade antiviral complex	Immunity 	defense response to virus
Can add reaction	No	['Pre-crRNAs // crRNAs']	G7427	casD	Cascade subunit D	characterized	characterized	1.46356515131E-06	0.28	0.732	0.378	0.404	N	u	N	CRISP RNA (crRNA) containing Cascade antiviral complex protein	Null	CRISPR RNA (crRNA) containing Cascade antiviral complex	Immunity 	defense response to virus
Can add reaction	No	['Pre-crRNAs // crRNAs']	G7428	casC	Cascade subunit C	characterized	characterized	7.10696427137E-07	0.06	0.735	0.348	0.432	N	u	N	CRISP RNA (crRNA) containing Cascade antiviral complex protein	Null	CRISPR RNA (crRNA) containing Cascade antiviral complex	Immunity 	defense response to virus
Can add reaction	No	['Pre-crRNAs // crRNAs']	G7429	casB	Cascade subunit B	characterized	characterized	1.68468695545E-06	0.19	0.784	0.304	0.39	N	u	N	CRISP RNA (crRNA) containing Cascade antiviral complex protein	Null	CRISPR RNA (crRNA) containing Cascade antiviral complex	Immunity 	defense response to virus
Can add reaction	No	['Pre-crRNAs // crRNAs']	G7430	casA	Cascade subunit A	characterized	characterized	3.21194038231E-07	0.06	0.772	0.374	0.377	N	u	N	CRISP RNA (crRNA) containing Cascade antiviral complex protein	Null	CRISPR RNA (crRNA) containing Cascade antiviral complex	Immunity 	defense response to virus
Can add reaction	No	['IS30-Insertion-Sequences // IS30-with-Integrated-Transposon']	G6131	insI-1	transposase of IS30	characterized	characterized	9.25063576114E-06	0.91	N.A.	N.A.	N.A.	-	N	u	IS30 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS30 transposase	Insertion 	N/A
Can add reaction	No	['IS30-Insertion-Sequences // IS30-with-Integrated-Transposon']	G6725	insI-2	transposase of IS30	characterized	characterized	0.000003197	0.66	N.A.	N.A.	N.A.	X	N	u	NA	NA	NA	Insertion 	N/A
Can add reaction	No	['IS30-Insertion-Sequences // IS30-with-Integrated-Transposon']	G7905	insI-3	KpLE2 phage-like element; IS30 transposase	characterized	characterized	3.60958211518E-06	0.63	N.A.	N.A.	N.A.	N	N	u	IS30 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS30 transposase	Insertion 	N/A
Can add catalyst	No	['OXYGEN-MOLECULE // PROTON // FE+2 // FE+3 // WATER']	EG10113	bfr	bacterioferritin monomer	characterized	characterized	1.71855621859E-05	1.00	0.75	0.246	0.267	X	N	N	bacterioferritin, iron storage and detoxification protein	Carrier; Transport of small molecules: Cations	Bacterioferritin; negatively regulated by ryhB RNA as part of indirect positive regulation by Fur; 24-mer	Iron storage protein 	intracellular sequestering of iron ion
Can add reaction	No	['WATER // HYDROGEN-PEROXIDE // FE+2 // CPD-16500 // PROTON', 'WATER // OXYGEN-MOLECULE // FE+2 // CPD-16500 // PROTON // HYDROGEN-PEROXIDE', 'WATER // OXYGEN-MOLECULE // FE+2 // CPD-16500 // PROTON']	EG10921	ftnA	ferritin iron storage protein	characterized	characterized	2.51004548513E-05	1.00	0.755	0.315	0.382	N	N	N	ferritin iron storage protein (cytoplasmic)	Carrier; Transport of small molecules: Cations	Ferritin, major cytoplasmic iron storage protein	Iron storage protein 	intracellular sequestering of iron ion
Yes	No	['PROTON // PROTOHEME // PROTOPORPHYRIN_IX // FE+2']	G7266	yfeX	porphyrinogen peroxidase	characterized	unknown	2.77326410488E-05	1.00	0.871	0.482	0.655	N	u	u	porphyrinogen oxidase, cytoplasmic	Enzyme; Transport of small molecules: Cations	Porphyrinogen oxidase, cytoplasmic; binds heme and protoporphyrin IX (PPIX)	Iron storage protein 	N/A
Can add reaction	No	['PROTON // NADP // Siderophore // FE+2 // Fe3-siderophores // NADPH', 'NADP // CPD0-2483 // FE+2 // CPD0-2482 // NADPH // PROTON']	G7593	yqjH	ferric reductase	characterized	unknown	2.43090625904E-05	1.00	0.787	0.341	0.413	N	u	N	putative siderophore interacting protein	Null	Ferric-chelate reductase, NADPH-dependent; siderophore-interacting protein (SIP); nickel-resistance	Iron storage protein 	cellular response to nickel ion
Can add reaction	No	['Unspecified-Ion-Or-Solute']	EG11180	mscL	MscL	characterized	characterized	4.08285030276E-05	1.00	0.785	0.322	0.257	E	N	u	mechanosensitive channel protein, high conductance	Transport; Transport of small molecules: Other	Mechanosensitive channel protein, high conductance; homopentameric	Mechanosensitive channel 	cellular water homeostasis
Can add reaction	No	['WATER // CPD-1162 // GLC-6-P // HYDROQUINONE', 'WATER // CPD-15978 // D-glucopyranose-6-phosphate // Glucopyranose', 'WATER // CPD-1181 // GLC-6-P // CPD-173']	EG10114	bglB	6-phospho-&beta;-glucosidase B; cryptic	characterized	characterized	1.88775391795E-07	0.09	0.809	0.285	0.324	X	N	N	cryptic phospho-beta-glucosidase B	Enzyme; Degradation of small molecules: Carbon compounds	Phospho-beta-glucosidase B; allows growth on arbutin or salicin when activated	Met 	N/A
Can add reaction	No	['CELLOBIOSE // PTSH-PHOSPHORYLATED // CPD-507 // PTSH-MONOMER', 'CHITOBIOSE // PTSH-PHOSPHORYLATED // DIACETYLCHITOBIOSE-6-PHOSPHATE // PTSH-MONOMER']	EG10140	chbB	chitobiose / cellobiose PTS permease - ChbB subunit	characterized	characterized	3.33767855258E-06	0.72	0.731	0.324	0.323	E	N	N	N,N'-diacetylchitobiose-specific enzyme IIB component of PTS	Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols	N,N'-diacetylchitobiose utilization, enzyme IIB(Chb) of the PTS transport system	Met 	N/A
Can add reaction	No	['CELLOBIOSE // PTSH-PHOSPHORYLATED // CPD-507 // PTSH-MONOMER', 'CHITOBIOSE // PTSH-PHOSPHORYLATED // DIACETYLCHITOBIOSE-6-PHOSPHATE // PTSH-MONOMER']	EG10141	chbC	chitobiose / cellobiose PTS permease - ChbC subunit	characterized	characterized	2.18383071838E-07	0.03	0.707	0.224	0.189	N	N	u	N,N'-diacetylchitobiose-specific enzyme IIC component of PTS	Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols	PTS Enzyme IIC(Chb) for N,N'-diacetylchitobiose utilization	Met 	N/A
