Downloaded smart table from ecocyc for all compounds with added column for common name
"Compound"	"Common-Name"
CPD0-1093	"8-hydroxy-dATP"
GUANOSINE-5DP-3DP	"ppGpp"
CPD-20035	"1-methyl-dAMP"
CPD0-1915	"L-lysyl-L-aminoxyalanine"
CPD0-2635	"gemcitabine 5'-triphosphate"
CPD-13852	"2-hydroxy-dAMP"
CPD-20746	"N&alpha;,N&epsilon;-diacetyl-lysyl-D-alanine"
CPD0-2551	"pseudouridine 5'-triphosphate"
CDP-ETHANOLAMINE	"CDP-ethanolamine"
CPD0-1905	"8-oxo-dGTP"
5-HYDROXY-CTP	"5-hydroxy-CTP"
ACETYLMURAMYL-ALANYL-ISOGLUTAMINE	"<i>N</i>-acetylmuramyl-L-alanyl-D-isoglutamine"
CPD-20750	"L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine"
CPD0-2357	"furfural"
ADENINE	"adenine"
GUANINE	"guanine"
CPD-17537	"benzyl viologen"
CPD-22030	"muscimol"
URATE	"urate"
CPD-7867	"1-dodecanol"
OCTANOL	"1-octanol"
METOH	"methanol"
PROPANOL	"propan-1-ol"
BUTANOL	"butan-1-ol"
ETOH	"ethanol"
GERANYL-PP	"geranyl diphosphate"
TRANS-2-HEXENAL	"(E)-2-hexenal"
CPD-13323	"<i>trans</i>-2-octenal"
METHYL-GLYOXAL	"methylglyoxal"
VANILLIN	"vanillin"
CPD-8774	"3-methylbenzaldehyde"
HYDRPHENYLAC-CPD	"(4-hydroxyphenyl)acetaldehyde"
BENZALDEHYDE	"benzaldehyde"
PHENYLACETALDEHYDE	"phenylacetaldehyde"
FORMALDEHYDE	"formaldehyde"
CPD-7886	"tetradecanal"
CPD-7000	"isobutanal"
CPD-371	"1-octanal"
HEXANAL	"1-hexanal"
CPD-8490	"decanal"
CPD-7620	"1-heptanal"
CPD-55	"octadecanal"
ACETALD	"acetaldehyde"
PALMITALDEHYDE	"palmitaldehyde"
CPD-9053	"1-pentanal"
CPD-7880	"dodecanal"
CPD-665	"1-propanal"
BUTANAL	"butan-1-al"
CPD-358	"(R)-lactaldehyde"
LACTALD	"(<i>S</i>)-lactaldehyde"
HYDROXYNAPHTHOQUINONE	"juglone"
CPD-3766	"menadione"
PQQ	"pyrroloquinoline quinone"
CPD-7248	"6-decylubiquinone"
CPD0-1288	"8-hydroxyquinoline-5-sulfonic acid"
CPD-19233	"3,3',5,5'-tetramethoxydiphenoquinone"
CPD0-1349	"cyclohexane-1,2-dione"
CPD-13892	"clindamycin"
CPD0-2542	"<i>p</i>-nitrophenyl-&beta;-glucoside-6-phosphate"
CPD0-1642	"2-nitro-5-thiocyanobenzoate"
5-P-NITROPHENYLTHIOADENOSINE	"5'-(p-nitrophenyl)thioadenosine"
TETRANITROMETHANE	"tetranitromethane"
CPD0-1250	"4-chloro-7-nitrobenzofurazan"
246-TRINITROBENZENE	"2,4,6-trinitrobenzene"
P-NITROPHENYL-ACETATE	"p-nitrophenyl acetate"
CPD-9115	"<i>o</i>-nitrophenyl-&beta;-galactoside"
DITHIO-NITROBENZOATE	"5,5'-dithio-bis-2-nitrobenzoate"
CPD-703	"4-nitrobenzaldehyde"
CPD0-2489	"2-hydroxy-3-nitropropionate"
CPD-14545	"2-nitroimidazole"
CPD0-2062	"<i>p</i>-nitrophenyl-&alpha;-D-glucopyranoside"
BIS-P-NITROPHENOLPHOSPHATE	"bis(<i>p</i>-nitrophenyl) phosphate"
CPD0-1303	"o-nitrophenol &beta;-thiogalactoside"
3-NITROBENZALDEHYDE	"3-nitrobenzaldehyde"
PNP-PROPIONATE	"4-nitrophenyl propanoate"
NAIR	"4-nitro-5-aminoimidazole ribonucleotide"
CPD-8147	"3-nitropropanoate"
CPD0-2498	"ethyl 2-(2-nitrophenoxy)acetate"
CPD-194	"4-nitrophenyl phosphate"
CPD0-2073	"<i>N</i>-(4-nitrobenzyloxycarbonyl)-L-lysyl-L-proline"
CPD-12153	"2,4,6-trinitrobenzene sulfonate"
CPD0-1586	"2,4-diamino-6-methyl-5,3'-(3-nitrophenoxy)prop-1'-yloxypyrimidine"
4-NITROANILINE	"4-nitroaniline"
S-24-DINITROPHENYLGLUTATHIONE	"2,4-dinitrophenyl-S-glutathione"
CPD-9385	"&gamma;-glutamyl-p-nitroanilide"
1-CHLORO-24-DINITROBENZENE	"1-chloro-2,4-dinitrobenzene"
P-NITROPHENOL	"4-nitrophenol"
CPD-8179	"2,4-dinitrophenol"
CPD0-2500	"<i>p</i>-nitrophenyl-&alpha;-D-galactopyranoside"
CPD-702	"4-nitrobenzyl alcohol"
CPD0-2413	"4-nitrophenyl butanoate"
CPD-143	"nitroglycerin"
CPD-15291	"(-)-epigallocatechin-3-<i>O</i>-gallate"
L-FUCULOSE	"L-fuculose"
CPD0-2049	"6-deoxy-D-sorbose"
CPD-3607	"L-glucose"
D-GLUCARATE	"D-glucarate"
CPD0-1264	"suberate"
CPD-21685	"6-sulfo-&alpha;-D-quinovose"
L-HOMOCYSTEATE	"L-homocysteate"
CPD0-1265	"azelate"
CPD0-2544	"2-(4-pyridyl)ethanesulfonate"
CPD-16502	"6-deoxy-6-sulfo-D-fructose 1-phosphate"
CPD0-1090	"L-idarate"
TAURINE	"taurine"
CPD0-2545	"4-phenylbutane-1-sulfonate"
D-GALACTARATE	"D-galactarate"
CPD0-1957	"2-(1,3-dioxoisoindolin-2-yl)ethanesulfonate"
CPD-10427	"4-aminobenzenesulfonate"
CPD0-1092	"D-idarate"
L-CYSTEATE	"L-cysteate"
CPD0-2543	"n-phenyltaurine"
CPD-16501	"6-deoxy-6-sulfo-D-fructose"
1-DEOXYXYLONOJIRIMYCIN	"1-deoxyxylonojirimycin"
CPD0-2167	"5-deoxy-D-ribose"
CPD-16716	"1,3,4-butanetriol"
GLYCEROL	"glycerol"
CPD0-2655	"3-dehydro-1-<i>O</i>-methyl-&beta;-D-glucose"
CPD-13122	"4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate"
CPD0-2657	"3-dehydro-1-<i>O</i>-methyl-&alpha;-D-glucose"
CPD-5861	"2-deoxy-D-galactose"
CPD-6182	"2,7-anhydro-&alpha;-<i>N</i>-acetylneuraminate"
4-AMINO-4-DEOXY-L-ARABINOSE	"4-amino-4-deoxy-L-arabinose"
GLYCOL	"ethylene glycol"
CPD-13918	"adenine arabinoside"
CPD0-2595	"2-hydroxypropyl-&beta;-cyclodextrin"
CPD-3781	"&beta;-cyclodextrin"
CPD-3782	"&alpha;-cyclodextrin"
CPD-3783	"&gamma;-cyclodextrin"
CPD-15616	"<i>keto</i>-L-sorbose"
PSICOSE	"<i>keto</i>-D-psicose"
TAGATOSE	"<i>keto</i>-D-tagatose"
CPD-15382	"<i>keto</i>-D-fructose"
CPD0-1299	"2-aminogalactopyranose"
CPD0-1297	"2-deoxy-2-fluoro-&beta;-D-galactopyranosyl fluoride"
TESTOSTERONE	"testosterone"
CPD0-1300	"D-galactal"
D-XYLONATE	"D-xylonate"
DIHYDROXYACETONE	"dihydroxyacetone"
CPD-22527	"isopropyl &beta;-D-thiogalactopyranoside"
CPD0-1629	"digitonin"
CPD-21605	"enterobacterial common antigen-phosphatidylglycerol"
CPD-15554	"L-homoserine lactone"
DIPYRROMETHANE	"dipyrromethane"
CPD-14925	"(3Z)-dec-3-enoyl-CoA"
CPD-7221	"(3Z)-dodec-3-enoyl-CoA"
D-METHYL-MALONYL-COA	"(S)-methylmalonyl-CoA"
METHYL-MALONYL-COA	"(R)-methylmalonyl-CoA"
GERANIOL	"geraniol"
GERANIAL	"geranial"
CPD-16549	"3-(<i>N</i>-morpholino)propanal"
GLYCOLALDEHYDE	"glycolaldehyde"
RETINAL	"<i>all-trans</i>-retinal"
CPD0-2121	"<i>trans</i>-hex-2-enoyl-CoA"
CPD-19150	"(2E,5Z)-dodecenoyl-CoA"
CPD0-2557	"trans,trans-2,4-decadienoyl-CoA"
CPD-7222	"(2<i>E</i>)-dodec-2-enoyl-CoA"
T2-C4-DECADIENYL-COA	"trans-&Delta;<SUP>2</SUP>, cis-&Delta;<SUP>4</SUP>-decadienoyl-CoA"
CPD0-2108	"(2<i>E</i>)-oct-2-enoyl-CoA"
T2-DECENOYL-COA	"(2E)-dec-2-enoyl-CoA"
CPD-19161	"(2E,7Z)-tetradecenoyl-CoA"
CPD-19172	"(2E,9Z)-octadecenoyl-CoA"
CPD-19162	"(2E,9Z)-hexadecenoyl-CoA"
CPD0-2117	"(2E)-hexadecenoyl-CoA"
CPD-10262	"(2<i>E</i>)-octadec-2-enoyl-CoA"
CPD-19163	"(2E,11Z)-octadecenoyl-CoA"
CPD-15568	"(2<i>E</i>)-tetradec-2-enoyl-CoA"
CPD-19170	"(2E,7Z)-hexadecenoyl-CoA"
CROTONYL-COA	"crotonyl-CoA"
CPD-18739	"diphenyl ether"
BRIJ97	"Brij 97"
3-PHENYLPROPIONATE	"3-phenylpropanoate"
PHE	"L-phenylalanine"
CPD-10796	"2,3-dihydroxy-<i>trans</i>-cinnamate"
2-3-DIHYDROXYPHENYL-PROPIONATE	"3-(2,3-dihydroxyphenyl)propanoate"
CPD-674	"cinnamate"
CPD-10797	"3-hydroxycinnamate"
3-HYDROXYPHENYL-PROPIONATE	"3-(3-hydroxyphenyl)propanoate"
FERULIC-ACID	"ferulate"
CPD-14474	"(3<i>R</i>)-&beta;-phenylalanine"
HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	"arbutin"
CPD-22373	"(2E)-3,7-dimethylocta-2,6-diene-1-thiol"
DIHYDROFOLATE	"7,8-dihydrofolate monoglutamate"
CPD-207	"phenylacetyl-CoA"
SUC-COA	"succinyl-CoA"
CPD-12454	"malonyl-CoA methyl ester"
CPD0-1252	"dihydro-10-thiopteroate"
L-CARNITINYL-COA	"L-carnitinyl-CoA"
CPD0-1253	"dihydroisopteroate"
ACETYL-COA	"acetyl-CoA"
7-8-DIHYDROPTEROATE	"7,8-dihydropteroate"
FORMYL-COA	"formyl-CoA"
CPD0-1596	"10-formyl-tetrahydropteroate"
CPD0-2560	"3,5-dihydroxybenzoyl-CoA"
CPD0-1251	"dihydrohomopteroate"
CPD-264	"3-hydroxybenzoyl-CoA"
CPD0-1471	"6-formylpterin"
MALONYL-COA	"malonyl-CoA"
CPD-374	"sepiapterin"
ACRYLYL-COA	"acryloyl-CoA"
PRECURSOR-Z	"cyclic pyranopterin phosphate"
GAMMA-BUTYROBETAINYL-COA	"&gamma;-butyrobetainyl-CoA"
DIHYDRONEOPTERIN-P	"7,8-dihydroneopterin 3'-phosphate"
3-HYDROXYADIPYL-COA	"(3S)-hydroxyadipyl-CoA"
CPD0-1718	"7,8-dihydropterin"
CROTONOBETAINYL-COA	"crotonobetainyl-CoA"
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	"6-(hydroxymethyl)-7,8-dihydropterin"
CPD0-1162	"(2E,5Z)-tetradecenoyl-CoA"
DIHYDRONEOPTERIN-P3	"7,8-dihydroneopterin 3'-triphosphate"
CPD-201	"4-hydroxybenzoyl-CoA"
DIHYDRO-NEO-PTERIN	"7,8-dihydroneopterin"
OXALYL-COA	"oxalyl-CoA"
CPD-8122	"molybdopterin adenine dinucleotide"
BENZOYLCOA	"benzoyl-CoA"
CPD-11770	"7,8-dihydromonapterin"
ISOVALERYL-COA	"isovaleryl-CoA"
DIHYDROPTERIN-CH2OH-PP	"(7,8-dihydropterin-6-yl)methyl diphosphate"
3-METHYL-CROTONYL-COA	"3-methylcrotonyl-CoA"
DIHYDROMONAPTERIN-TRIPHOSPHATE	"7,8-dihydromonapterin triphosphate"
DEPHOSPHO-COA	"3'-dephospho-CoA"
CPD0-1673	"carboxymethyl-CoA"
CPD-4	"molybdopterin"
LIPOIC-ACID	"(<i>R</i>)-lipoate"
CO-A	"coenzyme A"
CPD-524	"aspirin"
ETHYLACETATE	"ethyl acetate"
CARBAMATE	"carbamate"
CPD-330	"L-galactono-1,4-lactone"
CPD0-2029	"keto-&omega;-methylpantoyl lactone"
CPD-13413	"D-ribono-1,4-lactone"
D-GALACTONO-1-4-LACTONE	"D-galactono-1,4-lactone"
CPD-13414	"&alpha;-hydroxyglutarate-&gamma;-lactone"
CPD-12045	"&alpha;-L-arabinofuranose"
CPD0-1373	"&beta;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate"
CPD0-1316	"5-fluoro-xylulose"
CPD-12046	"&beta;-L-arabinofuranose"
CPD-3742	"1-thio-&beta;-D-glucose"
CPD-3612	"methyl &alpha;-D-mannopyranoside"
ACETYLMALTOSE	"1-<i>O</i>-acetyl-&alpha;-maltose"
CPD-12043	"&beta;-D-arabinofuranose"
CPD0-1370	"&alpha;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate"
CPD-522	"6-acetyl-D-glucose"
CPD-12044	"&alpha;-D-arabinofuranose"
CPD-3613	"1-O-methyl-&beta;-D-xylopyranose"
BETA-D-FRUCTOSE	"&beta;-D-fructofuranose"
CPD-1093	"1-deoxy-D-xylulose"
CPD0-1372	"&alpha;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphonate"
CPD-10723	"&alpha;-D-fructofuranose"
CPD0-1293	"isopropyl &beta;-D-galactopyranoside"
CPD-3615	"<i>N</i>-acetyl -D- glucosaminitol"
CPD-15761	"&beta;-D-altrose"
CPD-18529	"6-<i>O</i>-acetyl-&alpha;-D-glucopyranosyl-(1&rarr;4)-D-glucose"
CPD-15762	"&alpha;-D-altrose"
CPD-15629	"<i>aldehydo</i>-D-allose"
ALTROSE	"<i>aldehydo</i>-D-altrose"
CPD0-2485	"&beta;-D-galactofuranose"
CPD0-2486	"&alpha;-D-galactofuranose"
CPD-6602	"curcumin"
GLC-D-LACTONE	"D-glucono-1,5-lactone"
CPD-17157	"L-galactono-1,5-lactone"
CPD0-1380	"<i>N</i>-benzylglycine"
CPD-19168	"(S)-3-hydroxy-(7Z)-hexadecenoyl-CoA"
CPD-19154	"(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA"
CPD-19547	"<i>N</i>-propargylglycine"
CPD-16470	"&beta;-citryl-L-glutamate"
CPD0-2253	"(S)-3-hydroxy-stearoyl-CoA"
CPD-19171	"(S)-3-hydroxy-(9Z)-octadecenoyl-CoA"
CPD0-1541	"5-diazo-4-oxo-norvaline"
CPD-19155	"(S)-3-hydroxy-(9Z)-hexadecenoyl-CoA"
CPD-564	"<i>S</i>-ribosyl-L-homocysteine"
SELENOMETHIONINE	"L-selenomethionine"
CPD0-1163	"(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA"
CPD-18648	"L-glutamate &gamma;-monohydroxamate"
S-FORMYCINYLHOMOCYSTEINE	"S-formycinylhomocysteine"
CPD-19159	"(S)-3-hydroxy-(11Z)-octadecenoyl-CoA"
2-AMINOMALONATE-SEMIALDEHYDE	"3-oxo-L-alanine"
FRUCTOSELYSINE	"N<sup>6</sup>-(D-fructosyl)-L-lysine"
CPD-19151	"(S)-3-hydroxy-(5Z)-dodecenoyl-CoA"
CPD0-1568	"S-propyl-D-cysteine"
CPD0-1565	"<i>S</i>-benzyl-D-cysteine"
OH-HEXANOYL-COA	"(<i>S</i>)-3-hydroxyhexanoyl-CoA"
CPD0-1386	"3-(sulfanylcarbamoyl)-L-alanine"
CPD-21707	"N<sup>6</sup>-(D-glucosyl)-L-lysine"
CPD-22313	"(<i>S</i>)-3-hydroxyoctanoyl-CoA"
S-TUBERCIDINYLHOMOCYSTEINE	"S-tubercidinylhomocysteine"
ADENOSYL-HOMO-CYS	"<i>S</i>-adenosyl-L-homocysteine"
CPD0-2107	"(S)-3-hydroxydodecanoyl-CoA"
CPD0-1627	"6-diazo-5-oxonorleucine"
CPD0-1566	"S-phenyl-D-cysteine"
CPD0-2673	"an intrastrand non-adjacent cyclobutane thymidine dimer in DNA"
CPD0-1480	"L-tryptophanhydroxamate"
CPD-21777	"D-selenomethionine"
CPD0-1112	"&beta;-L-rhamnopyranose"
SELENOHOMOCYSTEINE	"seleno-L-homocysteine"
AMINO-OXOBUT	"L-2-amino-3-oxobutanoate"
RHAMNOSE	"&alpha;-L-rhamnopyranose"
S-CARBOXYMETHYL-D-CYSTEINE	"S-carboxymethyl-D-cysteine"
CPD0-925	"5-hydroxy-2-(3-DL-alanyl)-pyridine"
CPD0-1567	"<i>sn</i>-butyl-D-cysteine"
L-GALACTOSE	"&beta;-L-galactopyranose"
CPD-13428	"&alpha;-L-galactopyranose"
CPD-21258	"&alpha;-L-xylopyranose"
L-ORNITHINE	"L-ornithine"
GLC	"&beta;-D-glucopyranose"
ARG	"L-arginine"
L-ASPARTATE	"L-aspartate"
ALPHA-GLUCOSE	"&alpha;-D-glucopyranose"
TRP	"L-tryptophan"
ILE	"L-isoleucine"
CPD-15374	"<i>aldehydo</i>-D-glucose"
PRO	"L-proline"
GLN	"L-glutamine"
GALACTOSE	"&beta;-D-galactopyranose"
LYS	"L-lysine"
CPD0-2539	"L-allocystathionine"
ALPHA-D-GALACTOSE	"&alpha;-D-galactopyranose"
L-SELENOCYSTEINE	"L-selenocysteine"
ASN	"L-asparagine"
CPD-15590	"<i>aldehydo</i>-D-galactose"
L-BETA-ASPARTYL-P	"L-aspartyl-4-phosphate"
TYR	"L-tyrosine"
L-2-AMINOPENTANOIC-ACID	"L-norvaline"
SER	"L-serine"
CPD-15829	"&alpha;-D-ribopyranose"
GLT	"L-glutamate"
MESO-DIAMINOPIMELATE	"<i>meso</i>-diaminopimelate"
CPD0-1110	"&beta;-D-ribopyranose"
CYS	"L-cysteine"
LEU	"L-leucine"
CPD-12601	"&beta;-D-mannopyranose"
BUTHIONINE-SULFOXIMINE	"buthionine sulfoximine"
L-CYSTATHIONINE	"L-cystathionine"
CPD-13559	"&alpha;-D-mannopyranose"
VAL	"L-valine"
L-ALPHA-ALANINE	"L-alanine"
CPD-15373	"<i>aldehydo</i>-D-mannose"
THR	"L-threonine"
HIS	"L-histidine"
MET	"L-methionine"
ETHIONINE	"L-ethionine"
LL-DIAMINOPIMELATE	"L,L-diaminopimelate"
CPD0-1224	"L-2-amino-4-oxo-5-chloropentanoate"
GLYCERALD	"D-glyceraldehyde"
CPD-227	"&alpha;-D-lyxopyranose"
BETA-D-XYLOSE	"&beta;-D-xylopyranose"
CPD-14736	"L-kynurenine"
XYLOSE	"&alpha;-D-xylopyranose"
HOMOARGININE	"L-homoarginine"
CPD-468	"L-2-aminoadipate"
CPD-15377	"<i>aldehydo</i>-D-xylose"
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	"L-&alpha;-amino-&epsilon;-keto-pimelate"
CPD0-1103	"3,4-dehydroproline"
CPD-13829	"&alpha;-D-rhamnopyranose"
CPD0-1249	"&gamma;-methylphosphinothricin"
CPD-10725	"&alpha;-D-fructopyranose"
CPD-10726	"&beta;-D-fructopyranose"
CPD-12047	"&alpha;-D-arabinopyranose"
CPD-12049	"&beta;-D-arabinopyranose"
CPD-15700	"<i>aldehydo</i>-D-arabinose"
D-RIBULOSE	"D-ribulose"
D-XYLULOSE	"D-xylulose"
CPD-14154	"tobramycin"
CPD-12132	"(<i>S</i>)-4-amino-4,5-dihydro-2-thiophenecarboxylate"
ARABINOSE	"&alpha;-L-arabinopyranose"
CPD-15699	"<i>aldehydo</i>-L-arabinose"
CPD-15002	"cyanidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside"
CPD0-2590	"naphthalen-1-yl propanoate"
CPD0-2591	"naphthalen-1-yl butanoate"
CPD-11426	"aphidicolin"
CPD-20742	"a dimer of adjacent thymidines in DNA"
CPD-20741	"a dimer of adjacent 2'-deoxycytidines in DNA"
CPD-14916	"(<i>R</i>)-3-hydroxyoctanoyl-CoA"
PHOSPHOPANTOTHEINE-GROUP	"4'-phosphopantetheine group"
CPD-15860	"a <i>holo</i> citrate-lyase"
CPD-15861	"a <i>holo</i> malonate-decarboxylase"
CPD-17716	"a linoleate group"
COA-GROUP	"a coenzyme-A group"
DTDP-DEOH-DEOXY-GLUCOSE	"dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose"
CPD-20966	"&beta;-D-glucosyl-1-phosphoundecaprenol"
CPD-17063	"ferroheme <i>o</i>"
PROTOHEME	"protoheme"
PPI	"diphosphate"
PHENYLHYDRAZINE	"phenylhydrazine"
SEMICARBAZIDE	"semicarbazide"
P3I	"triphosphate"
CPD-13895	"phenelzine"
HYDRAZINE	"hydrazine"
P4I	"tetraphosphate"
GLYCEROPHOSPHOGLYCEROL	"glycerophosphoglycerol"
L-1-GLYCERO-PHOSPHORYLCHOLINE	"<i>sn</i>-glycero-3-phosphocholine"
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	"<i>sn</i>-glycero-3-phosphoethanolamine"
CPD0-2030	"glycerophosphoserine"
Pi	"phosphate"
CPD-610	"trimetaphosphate"
DITP	"dITP"
CPD0-1410	"pppApp"
ADP	"ADP"
CPD-9455	"di-<i>trans</i>,poly-<i>cis</i>-heptaprenyl diphosphate"
DGTP	"dGTP"
CPD-3707	"adenosine 2',3'-cyclic monophosphate"
CPD-9452	"di-<i>trans</i>,poly-<i>cis</i>-decaprenyl diphosphate"
XTP	"XTP"
DEOXYINOSINE	"2'-deoxyinosine"
UNDECAPRENYL-DIPHOSPHATE	"<i>di-trans,octa-cis</i>-undecaprenyl diphosphate"
CPD-14101	"8-oxo-GDP"
ITP	"ITP"
CPD-9456	"di-<i>trans</i>,poly-<i>cis</i>-hexaprenyl diphosphate"
DATP	"dATP"
CPD-12367	"8-oxo-GMP"
CPD-9453	"di-<i>trans</i>,poly-<i>cis</i>-nonaprenyl diphosphate"
HYPOXANTHINE	"hypoxanthine"
CPD0-2461	"isoguanine"
CPD-9457	"di-<i>trans</i>,di-<i>cis</i>-pentaprenyl diphosphate"
CGMP	"cyclic-GMP"
GDP	"GDP"
CPD-9454	"di-<i>trans</i>,poly-<i>cis</i>-octaprenyl diphosphate"
CPD0-1415	"pGpp"
AMP	"AMP"
CPD0-1028	"2-<i>cis</i>,6-<i>trans</i>,10-<i>trans</i>-geranylgeranyl diphosphate"
DIHYDRO-THYMINE	"5,6-dihydrothymine"
CPD-3708	"guanosine 3'-monophosphate"
CPD-19712	"mesoheme"
5-ETHYLTHIOADENOSINE	"5'-ethylthioadenosine"
DGDP	"dGDP"
SIROHEME	"siroheme"
CPD-3705	"adenosine 2'-monophosphate"
XANTHOSINE-5-PHOSPHATE	"XMP"
DEOXYADENOSINE	"2'-deoxyadenosine"
CPD-13025	"guanosine 2'-monophosphate"
IDP	"IDP"
DADP	"dADP"
CPD-12365	"8-oxo-dGMP"
GMP	"GMP"
CPD0-2026	"3'-deoxyadenosine 5'-monophosphate"
CPD-9196	"penicillin V"
ATP	"ATP"
SIROHYDROCHLORIN	"sirohydrochlorin"
DIMP	"dIMP"
CPD-21142	"mezlocillin"
CPD-3709	"guanosine 2',3'-cyclic monophosphate"
CPD-9038	"precorrin-1"
5-N-PROPYLTHIOADENOSINE	"5'-n-propylthioadenosine"
CPD-9218	"carbenicillin"
DGMP	"dGMP"
DIHYDROSIROHYDROCHLORIN	"precorrin-2"
CPD-3706	"adenosine 3'-monophosphate"
CPD-21145	"azlocillin"
XDP	"XDP"
UROPORPHYRIN_III	"uroporphyrin III"
DEOXYGUANOSINE	"2'-deoxyguanosine"
PENICILLIN-G	"penicillin G"
CPD-13853	"8-oxo-dGDP"
PROTOPORPHYRINOGEN	"protoporphyrinogen IX"
IMP	"IMP"
CPD-9195	"ampicillin"
DAMP	"dAMP"
PROTOPORPHYRIN_IX	"protoporphyrin IX"
CPD-12366	"8-oxo-GTP"
CPD-9235	"aztreonam"
GTP	"GTP"
COPROPORPHYRIN_III	"coproporphyrin III"
CPD0-2231	"dIDP"
NOCARDICIN-A	"nocardicin A"
CAMP	"cyclic-AMP"
UROPORPHYRINOGEN-III	"uroporphyrinogen-III"
CPD-11444	"uroporphyrinogen-I"
IMIDAZOLE-RING	"1<i>H</i>-imidazole"
CPD-19703	"4<i>H</i>-imidazole"
CPD-9037	"methylcob(III)alamin"
HG+2	"Hg<SUP>2+</SUP>"
CPD-1492	"Be<SUP>2+</SUP>"
CO+2	"Co<SUP>2+</SUP>"
BA+2	"Ba<SUP>2+</SUP>"
NI+2	"Ni<SUP>2+</SUP>"
CPD-108	"4-methylphenol"
MG+2	"Mg<SUP>2+</SUP>"
HOMO-CYS	"L-homocysteine"
CU+2	"Cu<SUP>2+</SUP>"
DIMETHYL-D-RIBITYL-LUMAZINE	"6,7-dimethyl-8-(1-D-ribityl)lumazine"
CPD-1486	"Ag<SUP>2+</SUP>"
CA+2	"Ca<SUP>2+</SUP>"
CPD-18388	"CDP-1,2-dimyristoylglycerol"
CPD-18357	"CDP-1-cis-vaccenoyl-2-palmitoleoylglycerol"
PB+2	"Pb<sup>2+</sup>"
CPD-12815	"CDP-1,2-dipalmitoylglycerol"
CPD-18391	"CDP-1-palmitoyl-2-myristoylglycerol"
MN+2	"Mn<SUP>2+</SUP>"
CPD-18358	"CDP-1-palmitoyl-2-palmitoleoylglycerol"
CPD-18355	"CDP-1,2-dicis-vaccenoylglycerol"
CPD-1490	"Sn<SUP>2+</SUP>"
CPD-18387	"CDP-1-myristoyl-2-palmitoleoylglycerol"
CPD-18356	"CDP-1-palmitoyl-2-cis-vaccenoylglycerol"
CD+2	"Cd<SUP>2+</SUP>"
CPD-12814	"CDP-1,2-dioctadecanoylglycerol"
ZN+2	"Zn<SUP>2+</SUP>"
CPD0-2526	"1-ethyl-4-aminobutanoate"
CPD-3685	"parabanate"
MO+2	"Mo<SUP>2+</SUP>"
CPD-3681	"n-amylamine"
CPD-3687	"2-aminocaprylate"
FE+2	"Fe<SUP>2+</SUP>"
CPD-3682	"ethylenediamine"
CPD-12210	"aminoguanidinium"
CPD0-2356	"La<sup>3+</sup>"
CPD0-1376	"dicyclohexylamine"
CPD-3684	"alloxan"
FE+3	"Fe<SUP>3+</SUP>"
CPD-3627	"sec-butylamine"
CR+3	"Cr<sup>3+</sup>"
CPD-1484	"Al<SUP>3+</SUP>"
V+5	"V<sup>5+</sup>"
CR+6	"Cr<sup>6+</sup>"
CPD0-2009	"Mo<sup>6+</sup>"
N-ACETYL-D-MANNOSAMINE-6P	"<i>N</i>-acetyl-D-mannosamine 6-phosphate"
TRIMETHYLSULFONIUM	"trimethyl sulfonium"
2-OCTAPRENYL-6-METHOXYPHENOL	"2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol"
CPD-13595	"cetyltrimethylammonium"
PHENYLACETATE	"phenylacetate"
CPD-20907	"[corrinoid adenosyltranferase]-cob(I)inamide"
PYRIDINE	"pyridine"
CPD-1829	"cob(II)alamin"
COB-I-ALAMIN	"cob(I)alamin"
ADENOSYLCOBINAMIDE	"adenosylcobinamide"
CPD0-2667	"1-<i>O</i>-methyl-&beta;-D-gulose"
CPD-22314	"cyanocob(II)inamide"
CPD-20903	"cob(II)inamide"
COBINAMIDE	"cob(I)inamide"
ADENOSYLCOBINAMIDE-GDP	"adenosylcobinamide-GDP"
CPD-22315	"aquacob(II)inamide"
CPD-20906	"[corrinoid adenosyltranferase]-cob(II)inamide"
CPD-387	"iodide"
CPD-11678	"hemin"
ADENOSYLCOBINAMIDE-P	"adenosyl-cobinamide phosphate"
F-	"fluoride"
CPD-22316	"aquacyanocob(III)inamide"
BR-	"bromide"
CPD0-1487	"5-fluoroanthranilate"
CL-	"chloride"
CPD0-1284	"lipid A (<i>R. sphaeroides</i>)"
LIPID-IV-A	"lipid IV<sub>A</sub> (E. coli)"
CPD-27	"phosphinate"
CPD0-1283	"lipid A (<i>E. coli</i>)"
PHOSPHONATE	"phosphonate"
