"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG11131	"b1563"	1645346	1645633	EG11131-MONOMER	"relE" // "b1563" // "ECK1557"
EG12035	"b2171"	2265450	2266022	EG12035-MONOMER	"yeiP" // "b2171" // "ECK2165"
EG11635	"b0560"	580834	581379	EG11635-MONOMER	"nohB" // "b0560" // "ECK0552"
G0-8868	"b4444"	2976102	2976189	SRAE-RNA	"omrA" // "psrA12" // "rygA" // "PAIR2a" // "t59" // "sraE" // "b4444" // "ECK2833"
EG11770	"b0500"	528640	528900	EG11770-MONOMER	"ybbD" // "b0500" // "ECK0494"
EG10898	"b3202"	3344717	3346150	RPON-MONOMER	"rpoN" // "glnF" // "ntrA" // "b3202" // "ECK3191"
EG10856	"b0611"	644197	645003	EG10856-MONOMER	"rna" // "rnsA" // "b0611" // "ECK0604"
EG11521	"b0699"	729134	729340	EG11521-MONOMER	"ybfA" // "b0699" // "ECK0688"
EG10438	"b4172"	4400288	4400596	EG10438-MONOMER	"hfq" // "b4172" // "ECK4168"
EG10743	"b3164"	3309033	3311168	EG10743-MONOMER	"pnp" // "bfl" // "b3164" // "ECK3152"
EG11207	"b4012"	4213680	4214123	EG11207-MONOMER	"yjaB" // "b4012" // "ECK4004"
G7373	"b2638"	2771840	2772154	G7373-MONOMER	"yfjU" // "b2638" // "ECK2634"
EG11879	"b3929"	4118845	4119330	EG11879-MONOMER	"rraA" // "menG" // "yiiV" // "b3929" // "ECK3921"
G7952	"b4378"	4613481	4614260	G7952-MONOMER	"yjjV" // "b4378" // "ECK4370"
G7278	"b2448"	2563592	2563969	G7278-MONOMER	"yffQ" // "b2448" // "ECK2443"
G7842	"b4162"	4391604	4392149	G7842-MONOMER	"orn" // "yjeR" // "b4162" // "ECK4158"
EG10216	"b2317"	2434082	2434741	EG10216-MONOMER	"dedA" // "b2317" // "ECK2311"
G7223	"b2354"	2471077	2471517	G7223-MONOMER	"yfdK" // "b2354" // "ECK2348"
G7459	"b2830"	2968447	2968977	G7459-MONOMER	"rppH" // "ygdP" // "nudH" // "b2830" // "ECK2826"
G7802	"b3808"	3993850	3994335	G7802-MONOMER	"yzcX" // "b3808" // "ECK3802"
G6820	"b1546"	1634310	1634885	G6820-MONOMER	"tfaQ" // "ydfM" // "b1546" // "ECK1539"
EG10861	"b0183"	204493	205089	EG10861-MONOMER	"rnhB" // "b0183" // "ECK0182"
G7646	"b3152"	3298211	3298846	G7646-MONOMER	"yraR" // "b3152" // "ECK3140"
G6683	"b1359"	1421119	1421976	G6683-MONOMER	"ydaU" // "b1359" // "ECK1357"
G0-8882	"b4445"	2976304	2976385	RYGB-RNA	"omrB" // "PAIR2b" // "t59" // "rygB" // "b4445" // "ECK2834"
G7506	"b2887"	3029012	3030931	G7506-MONOMER	"ygfT" // "b2887" // "ECK2882"
G6590	"b1146"	1203024	1203224	G6590-MONOMER	"ymfT" // "b1146" // "ECK1132"
EG10857	"b2567"	2703383	2704063	EG10857-MONOMER	"rnc" // "ranA" // "b2567" // "ECK2565"
G7453	"b2809"	2942918	2943145	G7453-MONOMER	"ygdI" // "b2809" // "ECK2805"
G6310	"b0555"	577613	578110	G6310-MONOMER	"rrrD" // "lycV" // "ybcS" // "b0555" // "ECK0546"
G0-10451	"b4532"	1509286	1509462	MONOMER0-2673	"hicA" // "yncN" // "b4532" // "ECK1431"
G7328	"b2534"	2664390	2665244	G7328-MONOMER	"yfhR" // "b2534" // "ECK2531"
G6144	"b0272"	288404	289162	G6144-MONOMER	"yagI" // "b0272" // "ECK0273"
EG12096	"b4225"	4448692	4449042	EG12096-MONOMER	"chpB" // "yjfE" // "chpBK" // "b4225" // "ECK4221"
G7181	"b2274"	2388635	2389057	G7181-MONOMER	"yfbO" // "b2274" // "ECK2268"
G6123	"b0248"	264748	265206	G6123-MONOMER	"yafX" // "b0248" // "ECK0250"
G7885	"b4255"	4478473	4478889	G7885-MONOMER	"rraB" // "yjgD" // "b4255" // "ECK4248"
G7051	"b1963"	2033119	2033484	G7051-MONOMER	"yedR" // "b1963" // "ECK1961"
EG12338	"b0267"	280829	281983	EG12338-MONOMER	"yagA" // "b0267" // "ECK0268"
G7629	"b3130"	3277337	3277801	G7629-MONOMER	"yhaV" // "b3130" // "ECK3118"
G6960	"b1773"	1856933	1857769	G6960-MONOMER	"ydjI" // "b1773" // "ECK1771"
EG11303	"b1576"	1649794	1649985	EG11303-MONOMER	"ydfD" // "b1576" // "ECK1570"
EG11259	"b4179"	4406654	4409095	EG11259-MONOMER	"rnr" // "vacB" // "yjeC" // "b4179" // "ECK4175"
G6883	"b1643"	1721025	1721261	G6883-MONOMER	"ydhI" // "b1643" // "ECK1639"
EG10779	"b1307"	1369393	1369614	EG10779-MONOMER	"pspD" // "b1307" // "ECK1302"
G7175	"b2268"	2381608	2382525	G7175-MONOMER	"rbn" // "zipD" // "ecoZ" // "rnz" // "elaC" // "b2268" // "ECK2262"
G6757	"b1446"	1517648	1517881	G6757-MONOMER	"ydcY" // "b1446" // "ECK1440"
EG10416	"b2614"	2750115	2750708	EG10416-MONOMER	"grpE" // "b2614" // "ECK2610"
EG10859	"b1084"	1141182	1144367	EG10859-MONOMER	"rne" // "smbB" // "ams" // "hmp1" // "b1084" // "ECK1069"
G6642	"b1295"	1357423	1357668	G6642-MONOMER	"ymjA" // "b1295" // "ECK1290"
G7910	"b4297"	4522127	4524094	G7910-MONOMER	"yjhG" // "b4297" // "ECK4286"
G0-8785	"b4408"	2924156	2924524	CSRB-RNA	"csrB" // "b4408" // "ECK2787"
G6513	"b0992"	1052289	1053362	G6513-MONOMER	"yccM" // "b0992" // "ECK0983"
G7369	"b2634"	2769703	2770404	G7369-MONOMER	"yfjR" // "b2634" // "ECK2630"
EG10844	"b3780"	3964365	3965630	EG10844-MONOMER	"rhlB" // "mmrA" // "b3780" // "ECK3772"
G6381	"b0712"	744243	745175	G6381-MONOMER	"ybgK" // "b0712" // "ECK0701"
G7275	"b2445"	2561625	2561993	G7275-MONOMER	"yffN" // "b2445" // "ECK2440"
EG30069	"b3123"	3270216	3270592	RNPB-RNA	"rnpB" // "b3123" // "ECK3111"
G6185	"b0320"	336778	338325	G6185-MONOMER	"yahF" // "b0320" // "ECK0318"
G7219	"b2350"	2467855	2468217	G7219-MONOMER	"yfdG" // "gtrA" // "b2350" // "ECK2344"
EG30113	"b2402"	2521051	2521126	valX-tRNA	"valX" // "valU-beta" // "valUbeta" // "b2402" // "ECK2396"
G372	"b4406"	213925	214125	MONOMER0-741	"yaeP" // "b4406" // "ECK0189"
G6833	"b1566"	1646405	1646737	G6833-MONOMER	"flxA" // "b1566" // "ECK1560"
EG30094	"b1975"	2043468	2043557	serU-tRNA	"serU" // "supH" // "Su-1" // "ftsM" // "su1" // "supD" // "b1975" // "ECK1971"
G0-10616	"b4655"	4506448	4506573	MONOMER0-2840	"ythA" // "b4655" // "ECK4434"
G6698	"b1375"	1433991	1434224	G6698-MONOMER	"ynaE" // "b1375" // "ECK1370"
EG30054	"b1909"	1991815	1991901	leuZ-tRNA	"leuZ" // "b1909" // "ECK1908"
G0-10468	"b4554"	3776171	3776380	MONOMER0-2690	"yibT" // "b4554" // "ECK3591"
G6680	"b1356"	1419765	1420241	G6680-MONOMER	"racR" // "rarC" // "ydaR" // "b1356" // "ECK1354"
EG30038	"b4163"	4392360	4392435	glyV-tRNA	"glyV" // "glyValpha" // "ins" // "mutA" // "suA58" // "suA78" // "b4163" // "ECK4159"
EG12446	"b2602"	2741360	2741725	EG12446-MONOMER	"yfiL" // "b2602" // "ECK2599"
G6587	"b1143"	1201497	1201838	G6587-MONOMER	"ymfI" // "b1143" // "ECK1129"
EG30020	"b1977"	2044549	2044624	asnT-tRNA	"asnT" // "b1977" // "ECK1973"
EG12254	"b3527"	3680444	3681940	EG12254-MONOMER	"yhjJ" // "b3527" // "ECK3512"
G6307	"b0551"	573956	574339	G6307-MONOMER	"ybcQ" // "quuD" // "b0551" // "ECK0543"
EG30110	"b2401"	2520931	2521006	valU-tRNA	"valU" // "valUalpha" // "b2401" // "ECK2395"
EG12023	"b2141"	2230624	2231022	EG12023-MONOMER	"yohJ" // "b2141" // "ECK2134"
G6140	"b0268"	282278	283186	G6140-MONOMER	"yagE" // "b0268" // "ECK0269"
EG30068	"b3799"	3982735	3982811	proM-tRNA	"proM" // "proU" // "b3799" // "ECK3792"
EG11760	"b1457"	1529922	1530404	EG11760-MONOMER	"ydcD" // "b1457" // "ECK1451"
G6120	"b0245"	263328	263669	G6120-MONOMER	"ykfI" // "b0245" // "ECK0246"
EG30051	"b4368"	4606079	4606165	leuV-tRNA	"leuV" // "leuValpha" // "b4368" // "ECK4359"
EG11484	"b3848"	4032492	4033106	EG11484-MONOMER	"yigZ" // "b3848" // "ECK3840"
EG12155	"b1352"	1418008	1418229	EG12155-MONOMER	"kilR" // "ydaD" // "kil" // "b1352" // "ECK1350"
EG30035	"b2590"	2729369	2729444	gltW-tRNA	"gltW" // "b2590" // "ECK2588"
EG11163	"b3036"	3179596	3179856	EG11163-MONOMER	"ygiA" // "b3036" // "ECK3027"
EG11300	"b1571"	1648508	1648663	EG11300-MONOMER	"ydfA" // "b1571" // "ECK1565"
EG30017	"b3796"	3982375	3982451	argX-tRNA	"argX" // "b3796" // "ECK3789"
G7931	"b4334"	4563922	4564689	G7931-MONOMER	"yjiL" // "b4334" // "ECK4325"
EG10776	"b1304"	1368079	1368747	EG10776-MONOMER	"pspA" // "cog" // "b1304" // "ECK1299"
G7387	"b2652"	2785762	2785837	RNA0-305	"ileY" // "b2652" // "ECK2648"
G7752	"b3427"	3563724	3564005	G7752-MONOMER	"yzgL" // "b3427" // "ECK3413"
EG10228	"b1569"	1647620	1647850	EG10228-MONOMER	"dicC" // "ftsT" // "b1569" // "ECK1563"
EG30107	"b3977"	4175472	4175556	tyrU-tRNA	"tyrU" // "sup15B" // "supM" // "supZ" // "b3977" // "ECK3968"
G7621	"b3107"	3255043	3255207	G7621-MONOMER	"yhaL" // "b3107" // "ECK3098"
G7899	"b4277"	4501260	4501589	G7899-MONOMER	"yjgZ" // "b4277" // "ECK4267"
EG30065	"b2967"	3110366	3110441	pheV-tRNA	"pheV" // "pheC" // "b2967" // "ECK2962"
G7491	"b2872"	3008764	3009975	G7491-MONOMER	"ygeY" // "b2872" // "ECK2868"
G7366	"b2631"	2766984	2767355	G7366-MONOMER	"rnlB" // "yfjO" // "b2631" // "ECK2627"
EG30048	"b4370"	4606315	4606401	leuQ-tRNA	"leuQ" // "leuVgamma" // "b4370" // "ECK4361"
G7442	"b2776"	2901896	2903374	G7442-MONOMER	"ygcE" // "b2776" // "ECK2770"
G7272	"b2442"	2558858	2560066	G7272-MONOMER	"intZ" // "b2442" // "ECK2437"
EG30032	"b3969"	4168372	4168447	gltT-tRNA	"gltT" // "tgtB" // "b3969" // "ECK3961"
G7174	"b2267"	2381082	2381543	G7174-MONOMER	"elaA" // "yfbC" // "b2267" // "ECK2261"
G7101	"b2056"	2129661	2130878	G7101-MONOMER	"wcaD" // "b2056" // "ECK2050"
EG30014	"b0536"	564723	564799	argU-tRNA	"argU" // "dnaY" // "pin" // "b0536" // "ECK0529"
G7043	"b1935"	2012001	2012351	G7043-MONOMER	"yedM" // "yedN_1" // "b1935" // "ECK1933"
G6830	"b1559"	1642489	1643241	G6830-MONOMER	"ydfT" // "b1559" // "ECK1553"
G7020	"b1870"	1952702	1953445	G7020-MONOMER	"cmoA" // "yecO" // "b1870" // "ECK1871"
G6947	"b1752"	1834808	1835515	G6947-MONOMER	"ydjZ" // "b1752" // "ECK1750"
G6695	"b1372"	1429049	1432411	G6695-MONOMER	"stfR" // "ynaB" // "b1372" // "ECK1367"
EG30104	"b0244"	262871	262946	thrW-tRNA	"thrW" // "b0244" // "ECK0245"
G6815	"b1541"	1629215	1629418	G6815-MONOMER	"ydfZ" // "b1541" // "ECK1534"
G6676	"b1345"	1412000	1413235	G6676-MONOMER	"intR" // "ydaP" // "b1345" // "ECK1342"
EG30061	"b3171"	3318213	3318289	metY-tRNA	"metY" // "b3171" // "ECK3160"
G6743	"b1432"	1503717	1504865	G6743-MONOMER	"insQ" // "ydcM" // "b1432" // "ECK1426"
G6583	"b1138"	1197533	1198237	G6583-MONOMER	"ymfE" // "b1138" // "ECK1124"
EG30045	"b0202"	225381	225457	ileV-tRNA	"ileV" // "b0202" // "ECK0202"
G6631	"b1228"	1286709	1286984	G6631-MONOMER	"ychS" // "b1228" // "ECK1222"
G6304	"b0548"	572921	573091	G6304-MONOMER	"ninE" // "b0548" // "ECK0539"
EG30029	"b0665"	696542	696616	glnV-tRNA	"glnV" // "Su2" // "glnValpha" // "suII" // "supE" // "b0665" // "ECK0656"
G6499	"b0965"	1027946	1028359	G6499-MONOMER	"yccU" // "b0965" // "ECK0956"
G6134	"b0259"	274101	275117	G7769-MONOMER	"insH-1" // "trs5" // "trs5-1" // "yi52_1" // "b0259" // "ECK0261"
EG30011	"b2397"	2518156	2518231	alaW-tRNA	"alaW" // "alaWalpha" // "b2397" // "ECK2391"
G6335	"b0608"	642088	643326	G6335-MONOMER	"ybdR" // "b0608" // "ECK0602"
G0-10452	"b4533"	1636756	1636989	MONOMER0-2674	"ynfO" // "b4533" // "ECK1542"
G6390	"b0747"	781147	781222	RNA0-301	"lysY" // "lysTg" // "lysTgamma" // "b0747" // "ECK0736"
G6177	"b0307"	322338	323765	G6177-MONOMER	"ykgF" // "b0307" // "ECK0306"
EG12112	"b2624"	2758644	2758856	PD02850	"alpA" // "b2624" // "ECK2620"
EG30101	"b3979"	4175754	4175829	thrT-tRNA	"thrT" // "b3979" // "ECK3970"
G0-8888	"b4606"	2590807	2590866	MONOMER0-762	"ypfM" // "b4606" // "ECK4415"
EG11120	"b1156"	1208517	1209119	EG11120-MONOMER	"tfaE" // "ycfA" // "b1156" // "ECK1142"
EG30058	"b0673"	697057	697133	metT-tRNA	"metT" // "metTalpha" // "b0673" // "ECK0661"
G0-10603	"b4612"	3584404	3584559	MONOMER0-2826	"yrhD" // "b4612" // "ECK4421"
EG10673	"b0565"	584680	585633	EG10673-MONOMER	"ompT" // "b0565" // "ECK0557"
EG30042	"b3797"	3982509	3982585	hisR-tRNA	"hisR" // "hisT" // "b3797" // "ECK3790"
G0-10461	"b4545"	2476094	2476234	MONOMER0-2683	"ypdJ" // "b4545" // "ECK2358"
EG10126	"b3966"	4163639	4165483	EG10126-MONOMER	"btuB" // "bfe" // "cer" // "b3966" // "ECK3958"
EG30024	"b0206"	228928	229004	aspU-tRNA	"aspU" // "b0206" // "ECK0206"
EG12404	"b1219"	1273246	1273599	EG12404-MONOMER	"ychN" // "b1219" // "ECK1213"
G7380	"b2645"	2777115	2777432	G7380-MONOMER	"yfjZ" // "b2645" // "ECK2642"
EG30008	"b3853"	4037260	4037335	charged-alaT-tRNA // alaT-tRNA	"alaT" // "talA" // "b3853" // "ECK3845"
EG12214	"b3468"	3605751	3606377	EG12214-MONOMER	"yhhN" // "b3468" // "ECK3452"
G7363	"b2628"	2763537	2765153	G7363-MONOMER	"abpA" // "yfjL" // "b2628" // "ECK2624"
EG30114	"b2403"	2521173	2521248	valY-tRNA	"valY" // "valUgamma" // "b2403" // "ECK2397"
EG11985	"b2032"	2103391	2104509	EG11985-MONOMER	"wbbK" // "yefI" // "b2032" // "ECK2026"
G7230	"b2361"	2474984	2475520	G7230-MONOMER	"yfdR" // "b2361" // "ECK2355"
EG30095	"b2695"	2818553	2818645	serV-tRNA	"serV" // "supD" // "b2695" // "ECK2690"
EG11697	"b3677"	3856415	3856864	EG11697-MONOMER	"yidI" // "b3677" // "ECK3668"
G7084	"b2004"	2077112	2077480	G7084-MONOMER	"cbeA" // "yeeU" // "b2004" // "ECK1997"
EG30055	"b0743"	780554	780629	lysT-tRNA	"lysT" // "supL" // "supG" // "sua" // "lysTalpha" // "Su[beta]" // "b0743" // "ECK0732"
EG11395	"b3964"	4161771	4162130	EG11395-MONOMER	"yijD" // "b3964" // "ECK3956"
G6827	"b1554"	1639524	1640057	G6827-MONOMER	"rrrQ" // "ydfQ" // "b1554" // "ECK1548"
EG30039	"b1911"	1992042	1992117	glyW-tRNA	"glyW" // "ins" // "mutC" // "suA58" // "suA78" // "b1911" // "ECK1910"
EG11147	"b2471"	2591247	2591603	EG11147-MONOMER	"yffB" // "b2471" // "ECK2466"
G6597	"b1153"	1206913	1207497	G6597-MONOMER	"ymfQ" // "b1153" // "ECK1139"
EG30021	"b1986"	2059851	2059926	asnU-tRNA	"asnU" // "b1986" // "ECK1981"
G7901	"b4280"	4505287	4506405	G7901-MONOMER	"yjhC" // "b4280" // "ECK4270"
G6317	"b0563"	582875	583060	G6317-MONOMER	"tfaX" // "ylcE" // "b0563" // "ECK0555"
EG10997	"b3706"	3886828	3888192	EG10997-MONOMER	"mnmE" // "trmE" // "thdF" // "b3706" // "ECK3699"
G7722	"b3369"	3499448	3499615	G7722-MONOMER	"yhfL" // "b3369" // "ECK3357"
G6301	"b0545"	570893	571444	G6301-MONOMER	"ybcL" // "b0545" // "ECK0536"
EG30111	"b1665"	1746435	1746511	valV-tRNA	"valV" // "b1665" // "ECK1661"
G7588	"b3050"	3192208	3192837	G7588-MONOMER	"yqiJ" // "b3050" // "ECK3039"
G6295	"b0539"	566098	566361	G6295-MONOMER	"ybcC" // "b0539" // "ECK0531"
EG30092	"b3658"	3836222	3836316	selC-tRNA	"selC" // "fdhC" // "b3658" // "ECK3648"
G6131	"b0256"	270603	271754	G6131-MONOMER	"insI-1" // "tra8-1" // "b0256" // "ECK0258"
EG30052	"b0672"	696963	697047	leuW-tRNA	"leuW" // "feeB" // "b0672" // "ECK0660"
G0-10435	"b4509"	573730	573870	MONOMER0-2657	"ylcG" // "b4509" // "ECK0542"
EG30036	"b3978"	4175673	4175747	glyT-tRNA	"glyT" // "sumA" // "sup15B" // "supA36" // "b3978" // "ECK3969"
EG11899	"b1349"	1413984	1414793	EG11899-MONOMER	"recT" // "b1349" // "ECK1346"
EG30018	"b2693"	2818198	2818274	argY-tRNA	"argY" // "argVbeta" // "b2693" // "ECK2688"
G7756	"b3439"	3578950	3579645	G7756-MONOMER	"yhhW" // "b3439" // "ECK3424"
EG11011	"b0738"	775849	776277	EG11011-MONOMER	"tolR" // "b0738" // "ECK0727"
G7991	"b1910"	1991914	1991987	cysT-tRNA	"cysT" // "b1910" // "ECK1909"
G7450	"b2792"	2923784	2924113	G7450-MONOMER	"yqcC" // "b2792" // "ECK2786"
G7377	"b2642"	2773318	2775021	G7377-MONOMER	"yfjW" // "b2642" // "ECK2638"
EG30108	"b1230"	1287244	1287328	tyrV-tRNA	"tyrV" // "tyrTbeta" // "b1230" // "ECK1225"
G6980	"b1794"	1877715	1878740	G6980-MONOMER	"dgcP" // "yeaP" // "b1794" // "ECK1792"
G7360	"b2625"	2758985	2760394	G7360-MONOMER	"yfjI" // "b2625" // "ECK2621"
EG30066	"b3545"	3708616	3708692	proK-tRNA	"proK" // "proV" // "b3545" // "ECK3532"
G6387	"b0718"	749722	752169	G6387-MONOMER	"ybgQ" // "b0718" // "ECK0707"
G7227	"b2358"	2472878	2473246	G7227-MONOMER	"yfdO" // "b2358" // "ECK2352"
EG30049	"b3798"	3982606	3982692	leuT-tRNA	"leuT" // "b3798" // "ECK3791"
G0-16635		2470472	2470665	RNA0-387	"ryeG" // "IS118"
G7081	"b2001"	2074779	2076311	G7081-MONOMER	"yeeR" // "b2001" // "ECK1994"
EG30033	"b3757"	3943435	3943510	gltU-tRNA	"gltU" // "tgtC" // "b3757" // "ECK3751"
EG12240	"b3513"	3659232	3660389	EG12240-MONOMER	"mdtE" // "yhiU" // "b3513" // "ECK3497"
G6824	"b1551"	1637954	1638109	G6824-MONOMER	"ynfN" // "b1551" // "ECK1545"
EG30015	"b2694"	2818473	2818549	argV-tRNA	"argV" // "argValpha" // "b2694" // "ECK2689"
EG11445	"b2918"	3062987	3063982	EG11445-MONOMER	"argK" // "ygfD" // "b2918" // "ECK2914"
G6688	"b1365"	1425377	1425640	G6688-MONOMER	"ynaK" // "b1365" // "ECK1363"
G7021	"b1871"	1953442	1954413	G7021-MONOMER	"cmoB" // "yecP" // "b1871" // "ECK1872"
EG10849	"b0497"	523261	527541	EG10849-MONOMER	"rhsD" // "b0497" // "ECK0491"
G6594	"b1150"	1205549	1205731	G6594-MONOMER	"ymfR" // "b1150" // "ECK1136"
EG30105	"b3761"	3946957	3947032	trpT-tRNA	"trpT" // "su7" // "su8" // "su9" // "supU" // "supV" // "b3761" // "ECK3755"
G7731	"b3379"	3507712	3508590	G7731-MONOMER	"php" // "yhfV" // "b3379" // "ECK3366"
G6314	"b0559"	579880	580086	G6314-MONOMER	"ybcW" // "b0559" // "ECK0551"
EG30062	"b2814"	2947387	2947463	metZ-tRNA	"metZ" // "metZalpha" // "b2814" // "ECK2810"
G7296	"b2473"	2593072	2593770	G7296-MONOMER	"ypfH" // "b2473" // "ECK2469"
G6150	"b0279"	293945	294799	G6150-MONOMER	"yagM" // "b0279" // "ECK0278"
EG30046	"b3069"	3215598	3215673	ileX-tRNA	"ileX" // "b3069" // "ECK3059"
G6840	"b1582"	1655347	1655673	G6840-MONOMER	"ynfA" // "b1582" // "ECK1577"
G6128	"b0253"	268097	268960	G6128-MONOMER	"ykfA" // "b0253" // "ECK0255"
EG30030	"b0668"	696756	696830	glnW-tRNA	"glnW" // "glnU-beta" // "glnUbeta" // "b0668" // "ECK0658"
G6287	"b0518"	546680	548347	G6287-MONOMER	"fdrA" // "ylbD" // "b0518" // "ECK0511"
EG12370	"b1140"	1199679	1200806	EG12370-MONOMER	"intE" // "int(Lambda)" // "ycfI" // "b1140" // "ECK1126"
EG30012	"b2396"	2518041	2518116	alaX-tRNA	"alaX" // "alaWbeta" // "b2396" // "ECK2390"
G0-10737	"b4707"	4019978	4020229	RNA0-372	"esrE" // "b4707" // "ECK4519"
EG11739	"b0569"	590941	593178	EG11739-MONOMER	"nfrB" // "b0569" // "ECK0561"
G6391	"b0748"	781369	781444	RNA0-302	"lysZ" // "b0748" // "ECK0737"
G0-10448	"b4527"	1419156	1419311	MONOMER0-2670	"ydaF" // "b4527" // "ECK1352"
EG11007	"b0739"	776342	777607	EG11007-MONOMER	"tolA" // "cim" // "excC" // "lky" // "tol-2" // "b0739" // "ECK0728"
EG30102	"b3976"	4175388	4175463	thrU-tRNA	"thrU" // "b3976" // "ECK3967"
EG12016	"b2135"	2225044	2225631	EG12016-MONOMER	"yohC" // "b2135" // "ECK2128"
EG10507	"b0537"	564815	565978	EG10507-MONOMER	"intD" // "int" // "b0537" // "ECK0530"
EG30059	"b0666"	696664	696740	metU-tRNA	"metU" // "metT-beta" // "metTbeta" // "b0666" // "ECK0657"
EG11345	"b1132"	1191990	1192631	EG11345-MONOMER	"hflD" // "hslZ" // "ycfC" // "b1132" // "ECK1118"
G7279	"b2449"	2563980	2564372	G7279-MONOMER	"yffR" // "b2449" // "ECK2444"
EG30043	"b3852"	4037141	4037217	ileT-tRNA	"ileT" // "tilA" // "b3852" // "ECK3844"
EG10780	"b1308"	1369689	1370003	EG10780-MONOMER	"pspE" // "b1308" // "ECK1303"
G7224	"b2355"	2471544	2472062	G7224-MONOMER	"yfdL" // "b2355" // "ECK2349"
EG30025	"b0216"	236931	237007	aspV-tRNA	"aspV" // "b0216" // "ECK0216"
G7639	"b3144"	3288814	3291330	G7639-MONOMER	"yraJ" // "b3144" // "ECK3132"
G6821	"b1547"	1634885	1635847	G6821-MONOMER	"ydfN" // "stfQ" // "b1547" // "ECK1540"
EG30009	"b3276"	3426958	3427033	alaU-tRNA	"alaU" // "talD" // "b3276" // "ECK3263"
G7236	"b2373"	2490256	2491950	G7236-MONOMER	"oxc" // "yfdU" // "b2373" // "ECK2369"
G6684	"b1360"	1421983	1422729	G6684-MONOMER	"ydaV" // "b1360" // "ECK1358"
EG31117	"b2815"	2947497	2947573	metW-tRNA	"metW" // "b2815" // "ECK2811"
G6758	"b1447"	1517882	1518331	G6758-MONOMER	"ydcZ" // "b1447" // "ECK1441"
G6591	"b1147"	1203268	1203825	G6591-MONOMER	"ymfL" // "b1147" // "ECK1133"
EG30096	"b0883"	925884	925971	serW-tRNA	"serW" // "b0883" // "ECK0874"
G6207	"b0354"	376772	377311	G6207-MONOMER	"yaiL" // "b0354" // "ECK0351"
G6311	"b0556"	578107	578568	G6311-MONOMER	"rzpD" // "ybcT" // "b0556" // "ECK0547"
EG30056	"b2404"	2521253	2521328	lysV-tRNA	"lysV" // "supN" // "b2404" // "ECK2398"
G0-10704		4001191	4001334	RNA0-366	
G7832	"b4140"	4368664	4369140	G7832-MONOMER	"fxsA" // "yjeG" // "b4140" // "ECK4134"
EG30040	"b4164"	4392472	4392547	glyX-tRNA	"glyX" // "glyVbeta" // "b4164" // "ECK4160"
EG12875	"b0772"	805998	807281	EG12875-MONOMER	"ybhC" // "b0772" // "ECK0761"
EG10603	"b2684"	2810770	2811300	EG10603-MONOMER	"mprA" // "emrR" // "b2684" // "ECK2678"
EG30022	"b1989"	2062260	2062335	asnV-tRNA	"asnV" // "b1989" // "ECK1984"
EG11764	"b3597"	3770243	3771379	EG11764-MONOMER	"yibH" // "b3597" // "ECK3586"
EG11506	"b3178"	3325001	3326935	EG11506-MONOMER	"ftsH" // "std" // "hflB" // "mrsC" // "tolZ" // "b3178" // "ECK3167"
EG11268	"b3288"	3434214	3435161	EG11268-MONOMER	|fmt| // "ftm" // "yhdD" // "b3288" // "ECK3274"
EG11263	"b3322"	3453508	3453927	EG11263-MONOMER	"gspB" // "pioO" // "pinO" // "b3322" // "ECK3309"
EG11892	"b2009"	2080789	2081262	EG11892-MONOMER	"sbmC" // "dgi" // "gyrI" // "yeeB" // "b2009" // "ECK2003"
EG30112	"b1666"	1746516	1746592	valW-tRNA	"valW" // "b1666" // "ECK1662"
EG10395	"b3425"	3561497	3561823	EG10395-MONOMER	"glpE" // "b3425" // "ECK3411"
EG10542	"b0439"	458888	461242	EG10542-MONOMER	"lon" // "capR" // "deg" // "dir" // "lopA" // "muc" // "b0439" // "ECK0433"
EG30093	"b0971"	1031625	1031712	serT-tRNA	"serT" // "divE" // "b0971" // "ECK0962"
G7567	"b3014"	3158627	3158884	G7567-MONOMER	"yqhH" // "b3014" // "ECK3006"
G0-10592	"b4597"	1491443	1491506	RNA0-328	"rydC" // "b4597" // "ECK4407"
EG30053	"b4270"	4496405	4496489	leuX-tRNA	"leuX" // "Su-6" // "supP" // "b4270" // "ECK4263"
G7163	"b2250"	2363733	2364275	G7163-MONOMER	"yfaZ" // "b2250" // "ECK2243"
EG30037	"b2864"	2998984	2999057	glyU-tRNA	"glyU" // "supT" // "suA36" // "sufD" // "sumA" // "sumB" // "b2864" // "ECK2860"
G6616	"b1179"	1227681	1228007	G6616-MONOMER	"ycgL" // "b1179" // "ECK1167"
EG30019	"b2692"	2818059	2818135	argZ-tRNA	"argZ" // "argVgamma" // "b2692" // "ECK2687"
G26				MONOMER0-4223	"dgd"
EG30109	"b0744"	780765	780840	valT-tRNA	"valT" // "valTa" // "valTalpha" // "b0744" // "ECK0733"
G0-10701		3067187	3067344	RNA0-363	"och5"
EG30067	"b2189"	2286211	2286287	proL-tRNA	"proL" // "proW" // "b2189" // "ECK2183"
EG12705	"b2958"	3100904	3101623	EG12705-MONOMER	"yggN" // "ecfF" // "b2958" // "ECK2953"
EG30050	"b3174"	3322072	3322158	leuU-tRNA	"leuU" // "b3174" // "ECK3163"
EG11571	"b0065"	71351	72115	EG11571-MONOMER	"yabI" // "b0065" // "ECK0066"
EG30034	"b4008"	4209774	4209849	gltV-tRNA	"gltV" // "tgtE" // "b4008" // "ECK4000"
