EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
1062	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	Km	3-N-Morpholinopropanesulfonic acid	9.6E-4		2.5E-4	M	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1062	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	concentration	3-N-Morpholinopropanesulfonic acid				-	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1062	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	kcat		1.83		0.63	s^(-1)	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1062	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	concentration	Enzyme	5.5E-4			M	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	concentration	Enzyme	5.5E-4			M	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	concentration	3-N-Morpholinopropanesulfonic acid				-	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	Km	3-N-Morpholinopropanesulfonic acid	4.8E-4		1.4E-4	M	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	kcat		1.67		0.22	s^(-1)	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	concentration	2-Oxoglutarate	0.002			M	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1063	15751960	Escherichia coli	P37610	taurine dioxygenase	1.14.11.17	kinact		0.004		0.0017	s^(-1)	3-N-Morpholinopropanesulfonic acid + 2-Oxoglutarate + O2 = CO2 + Succinate + Sulfite + 3-N-Morpholinopropanal
1179	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	unknown		59.0			-	CO2 + (S)-2-Acetolactate = Pyruvate
1179	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	2-Ketobutyric acid	0.0	0.02		M	CO2 + (S)-2-Acetolactate = Pyruvate
1179	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Pyruvate	0.05			M	CO2 + (S)-2-Acetolactate = Pyruvate
1179	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	kcat/Km	Pyruvate	6600.0			M^(-1)*s^(-1)	CO2 + (S)-2-Acetolactate = Pyruvate
1179	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity		2.83333333E-4			mol*s^(-1)*g^(-1)	CO2 + (S)-2-Acetolactate = Pyruvate
1180	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity		2.83333333E-4			mol*s^(-1)*g^(-1)	Pyruvate + 2-Oxobutyrate = CO2 + (S)-2-Aceto-2-hydroxybutanoate
1180	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	unknown		59.0			-	Pyruvate + 2-Oxobutyrate = CO2 + (S)-2-Aceto-2-hydroxybutanoate
1180	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Pyruvate	0.05			M	Pyruvate + 2-Oxobutyrate = CO2 + (S)-2-Aceto-2-hydroxybutanoate
1180	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	2-Ketobutyric acid	0.0	0.02		M	Pyruvate + 2-Oxobutyrate = CO2 + (S)-2-Aceto-2-hydroxybutanoate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity		4.83333333E-5			mol*s^(-1)*g^(-1)	CO2 + (S)-2-Acetolactate = Pyruvate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Benzaldehyde	0.03			M	CO2 + (S)-2-Acetolactate = Pyruvate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Pyruvate	0.03			M	CO2 + (S)-2-Acetolactate = Pyruvate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity		2.08333333E-4			mol*s^(-1)*g^(-1)	CO2 + (S)-2-Acetolactate = Pyruvate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	Ki	Benzaldehyde	0.025			M	CO2 + (S)-2-Acetolactate = Pyruvate
1181	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	unknown					-	CO2 + (S)-2-Acetolactate = Pyruvate
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	Ki	Benzaldehyde	0.025			M	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	unknown					-	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Benzaldehyde	0.03			M	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity		5.5E-5			mol*s^(-1)*g^(-1)	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	concentration	Pyruvate	0.03			M	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1192	15044456	Escherichia coli	P00892 P0ADG1	acetolactate synthase	2.2.1.6	specific enz. activity					-	Pyruvate + Benzaldehyde = R-Phenylacetylcarbinol + CO2
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Enzyme	2.0E-6			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Met-Gly-Met-Met	0.0	0.016		M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat/Km	Met-Gly-Met-Met	12200.0			M^(-1)*s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Co2+	1.2E-5			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Km	Met-Gly-Met-Met	0.0032		1.0E-4	M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Vmax		0.00128333333		5.0E-5	mol*s^(-1)*g^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1754	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat		39.0			s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Km	Met-Gly-Met-Met	0.002		3.0E-4	M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Met-Gly-Met-Met	0.0	0.016		M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Fe2+	1.2E-5			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Vmax		9.16666667E-4		5.0E-5	mol*s^(-1)*g^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat/Km	Met-Gly-Met-Met	14000.0			M^(-1)*s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat		28.0			s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1756	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Enzyme	2.0E-6			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Vmax		2.0E-5		3.33333E-6	mol*s^(-1)*g^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Km	Met-Pro-p-nitroanilide	6.0E-5		1.0E-5	M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat		0.59			s^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat/Km	Met-Pro-p-nitroanilide	9800.0			M^(-1)*s^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Met-Pro-p-nitroanilide	0.0	0.016		M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Enzyme	2.0E-6			M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1758	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Co2+	1.2E-5			M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Enzyme	2.0E-6			M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Met-Pro-p-nitroanilide	0.0	0.016		M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Fe2+	1.2E-5			M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat/Km	Met-Pro-p-nitroanilide	16800.0			M^(-1)*s^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat		1.4			s^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Vmax		4.83333333E-5		5.0E-6	mol*s^(-1)*g^(-1)	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1760	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	Km	Met-Pro-p-nitroanilide	9.0E-5		1.0E-5	M	H2O + Met-Pro-p-nitroanilide = L-Methionine + Prolyl-p-nitroanilide
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	pKa		7.7		0.5	-	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	pKa		7.7		0.1	-	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Co2+	1.2E-5			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat/Km	Met-Gly-Met-Met	1833333.33		333333.0	M^(-1)*s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	pKa		7.2		0.1	-	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Enzyme	2.0E-6			M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	H+	1.0E-9	1.0E-6	1.0E-6	M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	concentration	Met-Gly-Met-Met	0.0	0.016		M	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	pKa		6.6		0.6	-	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1762	12755633	Escherichia coli	P0AE18	methionyl aminopeptidase	3.4.11.18	kcat		83.3333333		16.6667	s^(-1)	H2O + Met-Gly-Met-Met = L-Methionine + Gly-Met-Met
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	kcat		130.0		5.0	s^(-1)	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	concentration	Enzyme	1.0E-7		-	M	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	Km	L-Histidine	3.0E-5		5.0E-6	M	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	Km	ATP	8.9E-4		6.4E-5	M	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	kcat		2.02		-	s^(-1)	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1868	15751955	Escherichia coli	P60906	histidine---tRNA ligase	6.1.1.21	Km	tRNA(His)	3.4E-7		-	M	ATP + tRNA(His) + L-Histidine = Diphosphate + AMP + L-Histidyl-tRNA(His)
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	concentration	Enzyme	5.0E-7		-	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	kcat		99.6		7.8	s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	kcat/Km	L-Cysteine	3230000.0		-	M^(-1)*s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	Km	L-Cysteine	3.1E-5		7.0E-6	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	kcat		141.9		1.2	s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	kcat/Km	ATP	560000.0		-	M^(-1)*s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1973	12974627	Escherichia coli	Q8FK44	cysteine---tRNA ligase	6.1.1.16	Km	ATP	2.5E-4		2.0E-6	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1986	12974627	Escherichia coli	P21888	cysteine---tRNA ligase	6.1.1.16	kcat/Km	tRNA(Cys)	2120000.0		-	M^(-1)*s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1986	12974627	Escherichia coli	P21888	cysteine---tRNA ligase	6.1.1.16	concentration	Enzyme	6.25E-7		-	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1986	12974627	Escherichia coli	P21888	cysteine---tRNA ligase	6.1.1.16	Kd	tRNA(Cys)	3.2E-7		7.0E-8	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1986	12974627	Escherichia coli	P21888	cysteine---tRNA ligase	6.1.1.16	Km	tRNA(Cys)	1.16E-6		1.0E-8	M	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
1986	12974627	Escherichia coli	P21888	cysteine---tRNA ligase	6.1.1.16	kcat		2.46		0.06	s^(-1)	ATP + L-Cysteine + tRNA(Cys) = Diphosphate + L-Cysteinyl-tRNA(Cys) + AMP
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	kcat/Km	Bis-4-nitrophenyl phosphate	9900.0		-	M^(-1)*s^(-1)	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	Hill constant	Bis-4-nitrophenyl phosphate	0.006		0.001	M	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	kcat		60.0		6.0	s^(-1)	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	Vmax					-	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	Hill coefficient	Bis-4-nitrophenyl phosphate	1.8		0.2	-	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2037	15301536	Escherichia coli	P0A8V0	Acting on ester bonds	3.1	concentration	Bis-4-nitrophenyl phosphate			-	-	H2O + Bis-4-nitrophenyl phosphate = p-Nitrophenol + 4-Nitrophenyl phosphate
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	Kd	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	2.0E-7		-	M	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	concentration	ATP	1.0E-6	4.0E-6	-	M	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	rate const.		0.92		-	s^(-1)	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	rate const.		17.9		0.4	s^(-1)	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	rate const.		98300.0		2400.0	M^(-1)*s^(-1)	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	rate const.		1.6E7		-	M^(-1)*s^(-1)	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	rate const.		4.2		0.1	s^(-1)	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2287	15018613	Escherichia coli	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	concentration	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	1.0E-6	4.0E-6	-	M	ATP + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP
2418	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax/Km	2-Dehydropantoate	1.95		-	l*g^(-1)*s^(-1)	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2418	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Km	2-Dehydropantoate	1.2E-4		1.0E-5	M	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2418	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	NADPH	2.0E-4		-	M	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2418	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax		2.33333333E-4		6.66667E-6	mol*s^(-1)*g^(-1)	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2418	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	2-Dehydropantoate	0.001		-	M	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2419	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	NADPH	2.0E-4		-	M	H+ + NADPH + alpha-Ketovaline = NADP+ + Hydroxyisovalerate
2419	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Km	2-Oxoisovalerate	0.0087		0.0012	M	H+ + NADPH + alpha-Ketovaline = NADP+ + Hydroxyisovalerate
2419	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax/Km	2-Oxoisovalerate	0.00533333333		-	l*g^(-1)*s^(-1)	H+ + NADPH + alpha-Ketovaline = NADP+ + Hydroxyisovalerate
2419	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax		4.66666667E-5		1.66667E-6	mol*s^(-1)*g^(-1)	H+ + NADPH + alpha-Ketovaline = NADP+ + Hydroxyisovalerate
2419	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	2-Oxoisovalerate	0.001		-	M	H+ + NADPH + alpha-Ketovaline = NADP+ + Hydroxyisovalerate
2420	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax/Km	2-Oxo-3-methylvalerate	0.003		-	l*g^(-1)*s^(-1)	H+ + NADPH + 3-Methyl-2-oxopentanoate = NADP+ + 2-Hydroxy-3-methyl-n-valerate
2420	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Km	2-Oxo-3-methylvalerate	0.0038		4.0E-4	M	H+ + NADPH + 3-Methyl-2-oxopentanoate = NADP+ + 2-Hydroxy-3-methyl-n-valerate
2420	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax		1.15E-5		3.33333E-7	mol*s^(-1)*g^(-1)	H+ + NADPH + 3-Methyl-2-oxopentanoate = NADP+ + 2-Hydroxy-3-methyl-n-valerate
2420	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	NADPH	2.0E-4		-	M	H+ + NADPH + 3-Methyl-2-oxopentanoate = NADP+ + 2-Hydroxy-3-methyl-n-valerate
2420	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	2-Oxo-3-methylvalerate	0.001		-	M	H+ + NADPH + 3-Methyl-2-oxopentanoate = NADP+ + 2-Hydroxy-3-methyl-n-valerate
2421	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	beta-NADPH			-	-	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2421	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Km	beta-NADPH	4.0E-6		4.0E-7	M	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2421	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	Vmax					-	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2421	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	2-Dehydropantoate	0.001		-	M	NADP+ + (R)-Pantoate = NADPH + 2-Dehydropantoate + H+
2422	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	2-Dehydropantoate	0.001		-	M	NHDPH + 2-Dehydropantoate = NHDP+ + (R)-Pantoate
2422	14503879	Escherichia coli	P0A9J4	2-dehydropantoate 2-reductase	1.1.1.169	concentration	NHDPH			-	-	NHDPH + 2-Dehydropantoate = NHDP+ + (R)-Pantoate
