"Reactions"	"Enzymes of a reaction"	"Object ID"	"Object ID"	"Reaction-Direction"	"Substrates"	"Left"	"Right"	"Object ID"	"Object ID"
METHYLMALONYL-COA-MUT-RXN	CPLX0-7741	"CPLX0-7741"	"METHYLMALONYL-COA-MUT-RXN"	REVERSIBLE	METHYL-MALONYL-COA // SUC-COA	METHYL-MALONYL-COA	SUC-COA	"METHYL-MALONYL-COA"	"SUC-COA"
RXN0-310	CPLX0-254	"CPLX0-254"	"RXN0-310"	LEFT-TO-RIGHT	METHYL-MALONYL-COA // PROTON // PROPIONYL-COA // CARBON-DIOXIDE	PROTON // METHYL-MALONYL-COA	PROPIONYL-COA // CARBON-DIOXIDE	"PROTON" // "METHYL-MALONYL-COA"	"PROPIONYL-COA" // "CARBON-DIOXIDE"
RXN-12752	EG11758-MONOMER	"EG11758-MONOMER"	"RXN-12752"	PHYSIOL-LEFT-TO-RIGHT	CPD0-2472 // CPD-653	CPD0-2472	CPD-653	"CPD0-2472"	"CPD-653"
RXN-13142	EG11758-MONOMER	"EG11758-MONOMER"	"RXN-13142"	PHYSIOL-LEFT-TO-RIGHT	CPD-14133 // CPD0-2474	CPD-14133	CPD0-2474	"CPD-14133"	"CPD0-2474"
1.1.1.168-RXN	DEHYDROPANTLACRED-MONOMER	"DEHYDROPANTLACRED-MONOMER"	"1.1.1.168-RXN"	REVERSIBLE	NADP // PANTOYL-LACTONE // 2-DEHYDROPANTOYL-LACTONE // NADPH // PROTON	PANTOYL-LACTONE // NADP	2-DEHYDROPANTOYL-LACTONE // NADPH // PROTON	"PANTOYL-LACTONE" // "NADP"	"2-DEHYDROPANTOYL-LACTONE" // "NADPH" // "PROTON"
PANTOTHENATE-KIN-RXN	PANTOTHENATE-KIN-CPLX	"PANTOTHENATE-KIN-CPLX"	"PANTOTHENATE-KIN-RXN"	LEFT-TO-RIGHT	ATP // PANTOTHENATE // PROTON // 4-P-PANTOTHENATE // ADP	PANTOTHENATE // ATP	PROTON // 4-P-PANTOTHENATE // ADP	"PANTOTHENATE" // "ATP"	"PROTON" // "4-P-PANTOTHENATE" // "ADP"
TRANS-RXN0-467	""	""	"TRANS-RXN0-467"	LEFT-TO-RIGHT	CPD-8891	CPD-8891	CPD-8891	"CPD-8891"	"CPD-8891"
GLYOXII-RXN	G6475-MONOMER // CPLX0-3954 // GLYOXII-MONOMER	"G6475-MONOMER" // "CPLX0-3954" // "GLYOXII-MONOMER"	"GLYOXII-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // S-LACTOYL-GLUTATHIONE // PROTON // GLUTATHIONE // D-LACTATE	S-LACTOYL-GLUTATHIONE // WATER	PROTON // GLUTATHIONE // D-LACTATE	"S-LACTOYL-GLUTATHIONE" // "WATER"	"PROTON" // "GLUTATHIONE" // "D-LACTATE"
ALLANTOINASE-RXN	CPLX-64	"CPLX-64"	"ALLANTOINASE-RXN"	LEFT-TO-RIGHT	WATER // S-ALLANTOIN // PROTON // ALLANTOATE	S-ALLANTOIN // WATER	PROTON // ALLANTOATE	"S-ALLANTOIN" // "WATER"	"PROTON" // "ALLANTOATE"
TRANS-RXN0-444	""	""	"TRANS-RXN0-444"	LEFT-TO-RIGHT	S-ALLANTOIN	S-ALLANTOIN	S-ALLANTOIN	"S-ALLANTOIN"	"S-ALLANTOIN"
SPONTPRO-RXN	""	""	"SPONTPRO-RXN"	REVERSIBLE	L-DELTA1-PYRROLINE_5-CARBOXYLATE // WATER // PROTON // L-GLUTAMATE_GAMMA-SEMIALDEHYDE	PROTON // WATER // L-DELTA1-PYRROLINE_5-CARBOXYLATE	L-GLUTAMATE_GAMMA-SEMIALDEHYDE	"PROTON" // "WATER" // "L-DELTA1-PYRROLINE_5-CARBOXYLATE"	"L-GLUTAMATE_GAMMA-SEMIALDEHYDE"
PYRROLINECARBREDUCT-RXN	PYRROLINECARBREDUCT-CPLX	"PYRROLINECARBREDUCT-CPLX"	"PYRROLINECARBREDUCT-RXN"	RIGHT-TO-LEFT	PRO // NAD-P-OR-NOP // NADH-P-OR-NOP // L-DELTA1-PYRROLINE_5-CARBOXYLATE // PROTON	NAD-P-OR-NOP // PRO	NADH-P-OR-NOP // L-DELTA1-PYRROLINE_5-CARBOXYLATE // PROTON	"NAD-P-OR-NOP" // "PRO"	"NADH-P-OR-NOP" // "L-DELTA1-PYRROLINE_5-CARBOXYLATE" // "PROTON"
PYRROLINECARBDEHYDROG-RXN	PUTA-CPLX	"PUTA-CPLX"	"PYRROLINECARBDEHYDROG-RXN"	IRREVERSIBLE-LEFT-TO-RIGHT	WATER // NAD // L-DELTA1-PYRROLINE_5-CARBOXYLATE // PROTON // GLT // NADH	L-DELTA1-PYRROLINE_5-CARBOXYLATE // NAD // WATER	PROTON // GLT // NADH	"L-DELTA1-PYRROLINE_5-CARBOXYLATE" // "NAD" // "WATER"	"PROTON" // "GLT" // "NADH"
RXN0-7005	PUTA-CPLX	"PUTA-CPLX"	"RXN0-7005"	LEFT-TO-RIGHT	PROTON // E- // L-DELTA1-PYRROLINE_5-CARBOXYLATE // PRO	L-DELTA1-PYRROLINE_5-CARBOXYLATE // E- // PROTON	PRO	"L-DELTA1-PYRROLINE_5-CARBOXYLATE" // "E-" // "PROTON"	"PRO"
RXN-4821	""	""	"RXN-4821"	REVERSIBLE	WATER // DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE // PROTON // L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	PROTON // DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE // WATER	L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	"PROTON" // "DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE" // "WATER"	"L-ALPHA-AMINO-EPSILON-KETO-PIMELATE"
TETHYDPICSUCC-RXN	CPLX0-3181	"CPLX0-3181"	"TETHYDPICSUCC-RXN"	LEFT-TO-RIGHT	SUC-COA // DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE // WATER // N-SUCCINYL-2-AMINO-6-KETOPIMELATE // CO-A	WATER // DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE // SUC-COA	N-SUCCINYL-2-AMINO-6-KETOPIMELATE // CO-A	"WATER" // "DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE" // "SUC-COA"	"N-SUCCINYL-2-AMINO-6-KETOPIMELATE" // "CO-A"
ACETOOHBUTREDUCTOISOM-RXN	CPLX0-7643	"CPLX0-7643"	"ACETOOHBUTREDUCTOISOM-RXN"	PHYSIOL-RIGHT-TO-LEFT	NADP // 1-KETO-2-METHYLVALERATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // NADPH	1-KETO-2-METHYLVALERATE // NADP	PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // NADPH	"1-KETO-2-METHYLVALERATE" // "NADP"	"PROTON" // "2-ACETO-2-HYDROXY-BUTYRATE" // "NADPH"
RXN-6081	""	""	"RXN-6081"	LEFT-TO-RIGHT	PROTON // Acceptor // 2-ACETO-LACTATE // DIACETYL // CARBON-DIOXIDE // Donor-H2	2-ACETO-LACTATE // Acceptor // PROTON	DIACETYL // CARBON-DIOXIDE // Donor-H2	"2-ACETO-LACTATE" // "Acceptor" // "PROTON"	"DIACETYL" // "CARBON-DIOXIDE" // "Donor-H2"
RXN0-7227	L-LACTDEHYDROGFMN-MONOMER	"L-LACTDEHYDROGFMN-MONOMER"	"RXN0-7227"	PHYSIOL-LEFT-TO-RIGHT	CPD-3564 // ETR-Quinones // ETR-Quinols // 2-OXOBUTANOATE	ETR-Quinones // CPD-3564	ETR-Quinols // 2-OXOBUTANOATE	"ETR-Quinones" // "CPD-3564"	"ETR-Quinols" // "2-OXOBUTANOATE"
TRANS-RXN0-622	B2975-MONOMER // LCTP-MONOMER	"B2975-MONOMER" // "LCTP-MONOMER"	"TRANS-RXN0-622"	PHYSIOL-LEFT-TO-RIGHT	CPD-3564 // PROTON	CPD-3564 // PROTON	CPD-3564 // PROTON	"CPD-3564" // "PROTON"	"CPD-3564" // "PROTON"
RXN-16701	PGLYCDEHYDROG-CPLX	"PGLYCDEHYDROG-CPLX"	"RXN-16701"	REVERSIBLE	NAD // CPD-381 // 2-KETOGLUTARATE // NADH // PROTON	CPD-381 // NAD	2-KETOGLUTARATE // NADH // PROTON	"CPD-381" // "NAD"	"2-KETOGLUTARATE" // "NADH" // "PROTON"
RXN0-5364	EG12387-MONOMER	"EG12387-MONOMER"	"RXN0-5364"	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE // CPD-381 // 2-KETOGLUTARATE // HYDROGEN-PEROXIDE	CPD-381 // OXYGEN-MOLECULE	2-KETOGLUTARATE // HYDROGEN-PEROXIDE	"CPD-381" // "OXYGEN-MOLECULE"	"2-KETOGLUTARATE" // "HYDROGEN-PEROXIDE"
RXN-6201	""	""	"RXN-6201"		CPD-5821 // PROTON // S-ALLANTOIN // CARBON-DIOXIDE	PROTON // CPD-5821	S-ALLANTOIN // CARBON-DIOXIDE	"PROTON" // "CPD-5821"	"S-ALLANTOIN" // "CARBON-DIOXIDE"
RXN-17786	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-17786"	PHYSIOL-RIGHT-TO-LEFT	PROTON // NADH // CPD-19160 // CPD-19159 // NAD	CPD-19160 // NADH // PROTON	CPD-19159 // NAD	"CPD-19160" // "NADH" // "PROTON"	"CPD-19159" // "NAD"
RXN-17798	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-17798"	PHYSIOL-RIGHT-TO-LEFT	PROTON // NADH // CPD-19153 // CPD-19151 // NAD	CPD-19153 // NADH // PROTON	CPD-19151 // NAD	"CPD-19153" // "NADH" // "PROTON"	"CPD-19151" // "NAD"
RXN-14393	FADB-CPLX // G7212-MONOMER	"FADB-CPLX" // "G7212-MONOMER"	"RXN-14393"	REVERSIBLE	NAD // CPD0-1163 // CPD-15244 // NADH // PROTON	CPD0-1163 // NAD	CPD-15244 // NADH // PROTON	"CPD0-1163" // "NAD"	"CPD-15244" // "NADH" // "PROTON"
RXN-17781	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-17781"	PHYSIOL-RIGHT-TO-LEFT	PROTON // NADH // CPD-19167 // CPD-19168 // NAD	CPD-19167 // NADH // PROTON	CPD-19168 // NAD	"CPD-19167" // "NADH" // "PROTON"	"CPD-19168" // "NAD"
RXN-17794	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-17794"	PHYSIOL-RIGHT-TO-LEFT	PROTON // NADH // CPD-19157 // CPD-19154 // NAD	CPD-19157 // NADH // PROTON	CPD-19154 // NAD	"CPD-19157" // "NADH" // "PROTON"	"CPD-19154" // "NAD"
RXN-17790	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-17790"	PHYSIOL-RIGHT-TO-LEFT	PROTON // NADH // CPD-19158 // CPD-19155 // NAD	CPD-19158 // NADH // PROTON	CPD-19155 // NAD	"CPD-19158" // "NADH" // "PROTON"	"CPD-19155" // "NAD"
RXN-17777	FADB-CPLX // G7212-MONOMER	"FADB-CPLX" // "G7212-MONOMER"	"RXN-17777"	PHYSIOL-LEFT-TO-RIGHT	CPD-19171 // NAD // NADH // PROTON // CPD-19169	NAD // CPD-19171	NADH // PROTON // CPD-19169	"NAD" // "CPD-19171"	"NADH" // "PROTON" // "CPD-19169"
RXN-14251	EG11121-MONOMER // THIOESTERII-CPLX	"EG11121-MONOMER" // "THIOESTERII-CPLX"	"RXN-14251"	LEFT-TO-RIGHT	WATER // S-3-HYDROXYBUTANOYL-COA // CPD-1843 // CO-A // PROTON	S-3-HYDROXYBUTANOYL-COA // WATER	CPD-1843 // CO-A // PROTON	"S-3-HYDROXYBUTANOYL-COA" // "WATER"	"CPD-1843" // "CO-A" // "PROTON"
GSAAMINOTRANS-RXN	GSAAMINOTRANS-CPLX	"GSAAMINOTRANS-CPLX"	"GSAAMINOTRANS-RXN"	LEFT-TO-RIGHT	GLUTAMATE-1-SEMIALDEHYDE // 5-AMINO-LEVULINATE	GLUTAMATE-1-SEMIALDEHYDE	5-AMINO-LEVULINATE	"GLUTAMATE-1-SEMIALDEHYDE"	"5-AMINO-LEVULINATE"
RXN-13460	""	""	"RXN-13460"	LEFT-TO-RIGHT	4-HYDROXY-2-KETOVALERATE // CPD-14442	4-HYDROXY-2-KETOVALERATE	CPD-14442	"4-HYDROXY-2-KETOVALERATE"	"CPD-14442"
MHPELY-RXN	MHPELY-MONOMER	"MHPELY-MONOMER"	"MHPELY-RXN"	REVERSIBLE	4-HYDROXY-2-KETOVALERATE // ACETALD // PYRUVATE	4-HYDROXY-2-KETOVALERATE	ACETALD // PYRUVATE	"4-HYDROXY-2-KETOVALERATE"	"ACETALD" // "PYRUVATE"
3.5.2.17-RXN	CPLX0-3961	"CPLX0-3961"	"3.5.2.17-RXN"	LEFT-TO-RIGHT	WATER // 5-HYDROXYISOURATE // PROTON // CPD-5821	5-HYDROXYISOURATE // WATER	PROTON // CPD-5821	"5-HYDROXYISOURATE" // "WATER"	"PROTON" // "CPD-5821"
RXN0-6554	DIHYDROOROTOX-MONOMER	"DIHYDROOROTOX-MONOMER"	"RXN0-6554"	LEFT-TO-RIGHT	Menaquinones // DI-H-OROTATE // OROTATE // Menaquinols	DI-H-OROTATE // Menaquinones	OROTATE // Menaquinols	"DI-H-OROTATE" // "Menaquinones"	"OROTATE" // "Menaquinols"
RXN0-6491	DIHYDROOROTOX-MONOMER	"DIHYDROOROTOX-MONOMER"	"RXN0-6491"	LEFT-TO-RIGHT	Ubiquinones // DI-H-OROTATE // OROTATE // Ubiquinols	DI-H-OROTATE // Ubiquinones	OROTATE // Ubiquinols	"DI-H-OROTATE" // "Ubiquinones"	"OROTATE" // "Ubiquinols"
DIHYDROOROTATE-DEHYDROGENASE-RXN	DIHYDROOROTOX-MONOMER	"DIHYDROOROTOX-MONOMER"	"DIHYDROOROTATE-DEHYDROGENASE-RXN"	LEFT-TO-RIGHT	DI-H-OROTATE // ETR-Quinones // ETR-Quinols // OROTATE	ETR-Quinones // DI-H-OROTATE	ETR-Quinols // OROTATE	"ETR-Quinones" // "DI-H-OROTATE"	"ETR-Quinols" // "OROTATE"
DIHYDROOROT-RXN	DIHYDROOROT-CPLX	"DIHYDROOROT-CPLX"	"DIHYDROOROT-RXN"	REVERSIBLE	WATER // DI-H-OROTATE // PROTON // CARBAMYUL-L-ASPARTATE	DI-H-OROTATE // WATER	PROTON // CARBAMYUL-L-ASPARTATE	"DI-H-OROTATE" // "WATER"	"PROTON" // "CARBAMYUL-L-ASPARTATE"
LACTALDDEHYDROG-RXN	ALD-CPLX	"ALD-CPLX"	"LACTALDDEHYDROG-RXN"	LEFT-TO-RIGHT	LACTALD // NAD // WATER // PROTON // NADH // L-LACTATE	WATER // NAD // LACTALD	PROTON // NADH // L-LACTATE	"WATER" // "NAD" // "LACTALD"	"PROTON" // "NADH" // "L-LACTATE"
RXN-15744	CPLX0-7667 // G6190-MONOMER // EG11436-MONOMER // G6269-MONOMER	"CPLX0-7667" // "G6190-MONOMER" // "EG11436-MONOMER" // "G6269-MONOMER"	"RXN-15744"	PHYSIOL-RIGHT-TO-LEFT	NADP // PROPANE-1-2-DIOL // LACTALD // NADPH // PROTON	PROPANE-1-2-DIOL // NADP	LACTALD // NADPH // PROTON	"PROPANE-1-2-DIOL" // "NADP"	"LACTALD" // "NADPH" // "PROTON"
L-LACTDEHYDROGFMN-RXN	L-LACTDEHYDROGFMN-MONOMER	"L-LACTDEHYDROGFMN-MONOMER"	"L-LACTDEHYDROGFMN-RXN"	PHYSIOL-LEFT-TO-RIGHT	L-LACTATE // ETR-Quinones // ETR-Quinols // PYRUVATE	ETR-Quinones // L-LACTATE	ETR-Quinols // PYRUVATE	"ETR-Quinones" // "L-LACTATE"	"ETR-Quinols" // "PYRUVATE"
TRANS-RXN-104	B2975-MONOMER // LCTP-MONOMER	"B2975-MONOMER" // "LCTP-MONOMER"	"TRANS-RXN-104"	LEFT-TO-RIGHT	PROTON // L-LACTATE	PROTON // L-LACTATE	PROTON // L-LACTATE	"PROTON" // "L-LACTATE"	"PROTON" // "L-LACTATE"
FUMHYDR-RXN	EG11162-MONOMER // G6903-MONOMER // FUMARASE-A // FUMARASE-B // FUMARASE-C	"EG11162-MONOMER" // "G6903-MONOMER" // "FUMARASE-A" // "FUMARASE-B" // "FUMARASE-C"	"FUMHYDR-RXN"	REVERSIBLE	MAL // FUM // WATER	MAL	FUM // WATER	"MAL"	"FUM" // "WATER"
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	EG12069-MONOMER	"EG12069-MONOMER"	"MALATE-DEHYDROGENASE-ACCEPTOR-RXN"	PHYSIOL-LEFT-TO-RIGHT	MAL // ETR-Quinones // ETR-Quinols // OXALACETIC_ACID	ETR-Quinones // MAL	ETR-Quinols // OXALACETIC_ACID	"ETR-Quinones" // "MAL"	"ETR-Quinols" // "OXALACETIC_ACID"
1.1.1.39-RXN	MALIC-NAD-CPLX	"MALIC-NAD-CPLX"	"1.1.1.39-RXN"	LEFT-TO-RIGHT	MAL // NAD // NADH // CARBON-DIOXIDE // PYRUVATE	NAD // MAL	NADH // CARBON-DIOXIDE // PYRUVATE	"NAD" // "MAL"	"NADH" // "CARBON-DIOXIDE" // "PYRUVATE"
MALATE-DEH-RXN	MALATE-DEHASE	"MALATE-DEHASE"	"MALATE-DEH-RXN"	REVERSIBLE	NAD // MAL // PROTON // OXALACETIC_ACID // NADH	MAL // NAD	PROTON // OXALACETIC_ACID // NADH	"MAL" // "NAD"	"PROTON" // "OXALACETIC_ACID" // "NADH"
MALIC-NADP-RXN	MALIC-NADP-CPLX	"MALIC-NADP-CPLX"	"MALIC-NADP-RXN"	LEFT-TO-RIGHT	MAL // NADP // NADPH // CARBON-DIOXIDE // PYRUVATE	NADP // MAL	NADPH // CARBON-DIOXIDE // PYRUVATE	"NADP" // "MAL"	"NADPH" // "CARBON-DIOXIDE" // "PYRUVATE"
TRANS-RXN-121A	DCTA-MONOMER	"DCTA-MONOMER"	"TRANS-RXN-121A"	LEFT-TO-RIGHT	PROTON // MAL	PROTON // MAL	PROTON // MAL	"PROTON" // "MAL"	"PROTON" // "MAL"
RXN-13141	EG11758-MONOMER	"EG11758-MONOMER"	"RXN-13141"	LEFT-TO-RIGHT	ADP // CPD0-2474 // NADPH // AMP // Pi // PROTON	CPD0-2474 // ADP	NADPH // AMP // Pi // PROTON	"CPD0-2474" // "ADP"	"NADPH" // "AMP" // "Pi" // "PROTON"
LACTALDREDUCT-RXN	LACTALDREDUCT-CPLX	"LACTALDREDUCT-CPLX"	"LACTALDREDUCT-RXN"	REVERSIBLE	NAD // PROPANE-1-2-DIOL // LACTALD // NADH // PROTON	PROPANE-1-2-DIOL // NAD	LACTALD // NADH // PROTON	"PROPANE-1-2-DIOL" // "NAD"	"LACTALD" // "NADH" // "PROTON"
RXN-8632	GLYCDEH-CPLX	"GLYCDEH-CPLX"	"RXN-8632"	REVERSIBLE	NAD // PROPANE-1-2-DIOL // ACETOL // NADH // PROTON	PROPANE-1-2-DIOL // NAD	ACETOL // NADH // PROTON	"PROPANE-1-2-DIOL" // "NAD"	"ACETOL" // "NADH" // "PROTON"
URUR-RXN	G6284-MONOMER	"G6284-MONOMER"	"URUR-RXN"	LEFT-TO-RIGHT	WATER // CPD0-2298 // CPD-1091 // AMMONIUM	CPD0-2298 // WATER	CPD-1091 // AMMONIUM	"CPD0-2298" // "WATER"	"CPD-1091" // "AMMONIUM"
UREIDOGLYCOLATE-LYASE-RXN	G6275-MONOMER	"G6275-MONOMER"	"UREIDOGLYCOLATE-LYASE-RXN"	LEFT-TO-RIGHT	CPD-1091 // UREA // GLYOX	CPD-1091	UREA // GLYOX	"CPD-1091"	"UREA" // "GLYOX"
R165-RXN	""	""	"R165-RXN"	LEFT-TO-RIGHT	CPD-1091 // NAD-P-OR-NOP // NADH-P-OR-NOP // CPD-389 // PROTON	NAD-P-OR-NOP // CPD-1091	NADH-P-OR-NOP // CPD-389 // PROTON	"NAD-P-OR-NOP" // "CPD-1091"	"NADH-P-OR-NOP" // "CPD-389" // "PROTON"
RXN0-7024	CPLX0-7993	"CPLX0-7993"	"RXN0-7024"	LEFT-TO-RIGHT	NAD // CPD-1091 // CPD-389 // NADH // PROTON	CPD-1091 // NAD	CPD-389 // NADH // PROTON	"CPD-1091" // "NAD"	"CPD-389" // "NADH" // "PROTON"
RXN-12895	G6522-MONOMER	"G6522-MONOMER"	"RXN-12895"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-13927 // PROTON // CPD-13930 // AMMONIUM // CARBON-DIOXIDE	PROTON // CPD-13927 // WATER	CPD-13930 // AMMONIUM // CARBON-DIOXIDE	"PROTON" // "CPD-13927" // "WATER"	"CPD-13930" // "AMMONIUM" // "CARBON-DIOXIDE"
RXN-12896	G6522-MONOMER	"G6522-MONOMER"	"RXN-12896"	LEFT-TO-RIGHT	WATER // CPD-13927 // CPD-13930 // CARBAMATE // PROTON	CPD-13927 // WATER	CPD-13930 // CARBAMATE // PROTON	"CPD-13927" // "WATER"	"CPD-13930" // "CARBAMATE" // "PROTON"
RXN0-6461	G6521-MONOMER	"G6521-MONOMER"	"RXN0-6461"	LEFT-TO-RIGHT	Donor-H2 // CPD0-2340 // CPD0-2339 // WATER // PROTON // Acceptor	CPD0-2340 // Donor-H2	CPD0-2339 // WATER // PROTON // Acceptor	"CPD0-2340" // "Donor-H2"	"CPD0-2339" // "WATER" // "PROTON" // "Acceptor"
RXN-12894	G6522-MONOMER	"G6522-MONOMER"	"RXN-12894"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD0-2338 // PROTON // CPD0-2340 // AMMONIUM // CARBON-DIOXIDE	PROTON // CPD0-2338 // WATER	CPD0-2340 // AMMONIUM // CARBON-DIOXIDE	"PROTON" // "CPD0-2338" // "WATER"	"CPD0-2340" // "AMMONIUM" // "CARBON-DIOXIDE"
RXN0-6460	G6522-MONOMER	"G6522-MONOMER"	"RXN0-6460"	LEFT-TO-RIGHT	WATER // CPD0-2338 // PROTON // CARBAMATE // CPD0-2340	CPD0-2338 // WATER	PROTON // CARBAMATE // CPD0-2340	"CPD0-2338" // "WATER"	"PROTON" // "CARBAMATE" // "CPD0-2340"
RXN0-6450	""	""	"RXN0-6450"	LEFT-TO-RIGHT	NADH // CPD0-2338 // CPD0-2331 // NAD // WATER	CPD0-2338 // NADH	CPD0-2331 // NAD // WATER	"CPD0-2338" // "NADH"	"CPD0-2331" // "NAD" // "WATER"
RXN0-6487	CPLX0-7667	"CPLX0-7667"	"RXN0-6487"	REVERSIBLE	NADP // CPD-347 // HYDROXYPROPANAL // NADPH // PROTON	CPD-347 // NADP	HYDROXYPROPANAL // NADPH // PROTON	"CPD-347" // "NADP"	"HYDROXYPROPANAL" // "NADPH" // "PROTON"
RXN-9311	CPLX0-8128	"CPLX0-8128"	"RXN-9311"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-9925 // PROTON // DIHYDROXYNAPHTHOATE // CO-A	CPD-9925 // WATER	PROTON // DIHYDROXYNAPHTHOATE // CO-A	"CPD-9925" // "WATER"	"PROTON" // "DIHYDROXYNAPHTHOATE" // "CO-A"
RXN0-4621	G6880-MONOMER	"G6880-MONOMER"	"RXN0-4621"	LEFT-TO-RIGHT	WATER // ATP // CPD0-882 // PROTON // CPD0-881 // ADP	CPD0-882 // ATP // WATER	PROTON // CPD0-881 // ADP	"CPD0-882" // "ATP" // "WATER"	"PROTON" // "CPD0-881" // "ADP"
TRANS-RXN0-587	MONOMER0-5	"MONOMER0-5"	"TRANS-RXN0-587"	LEFT-TO-RIGHT	CPD0-882	CPD0-882	CPD0-882	"CPD0-882"	"CPD0-882"
PGPPHOSPHA-RXN	EG11371-MONOMER // PGPPHOSPHAB-MONOMER // PGPPHOSPHAA-MONOMER	"EG11371-MONOMER" // "PGPPHOSPHAB-MONOMER" // "PGPPHOSPHAA-MONOMER"	"PGPPHOSPHA-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // L-1-PHOSPHATIDYL-GLYCEROL-P // L-1-PHOSPHATIDYL-GLYCEROL // Pi	L-1-PHOSPHATIDYL-GLYCEROL-P // WATER	L-1-PHOSPHATIDYL-GLYCEROL // Pi	"L-1-PHOSPHATIDYL-GLYCEROL-P" // "WATER"	"L-1-PHOSPHATIDYL-GLYCEROL" // "Pi"
PRIBFAICARPISOM-RXN	PRIBFAICARPISOM-MONOMER	"PRIBFAICARPISOM-MONOMER"	"PRIBFAICARPISOM-RXN"	LEFT-TO-RIGHT	PHOSPHORIBOSYL-FORMIMINO-AICAR-P // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	"PHOSPHORIBOSYL-FORMIMINO-AICAR-P"	"PHOSPHORIBULOSYL-FORMIMINO-AICAR-P"
HISTCYCLOHYD-RXN	HISTCYCLOPRATPPHOS	"HISTCYCLOPRATPPHOS"	"HISTCYCLOHYD-RXN"	LEFT-TO-RIGHT	WATER // PHOSPHORIBOSYL-AMP // PHOSPHORIBOSYL-FORMIMINO-AICAR-P	PHOSPHORIBOSYL-AMP // WATER	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	"PHOSPHORIBOSYL-AMP" // "WATER"	"PHOSPHORIBOSYL-FORMIMINO-AICAR-P"
ATPPHOSPHORIBOSYLTRANS-RXN	CPLX0-7614	"CPLX0-7614"	"ATPPHOSPHORIBOSYLTRANS-RXN"	REVERSIBLE	PPI // PHOSPHORIBOSYL-ATP // PROTON // ATP // PRPP	PHOSPHORIBOSYL-ATP // PPI	PROTON // ATP // PRPP	"PHOSPHORIBOSYL-ATP" // "PPI"	"PROTON" // "ATP" // "PRPP"
HISTPRATPHYD-RXN	HISTCYCLOPRATPPHOS	"HISTCYCLOPRATPPHOS"	"HISTPRATPHYD-RXN"	LEFT-TO-RIGHT	WATER // PHOSPHORIBOSYL-ATP // PHOSPHORIBOSYL-AMP // PPI // PROTON	PHOSPHORIBOSYL-ATP // WATER	PHOSPHORIBOSYL-AMP // PPI // PROTON	"PHOSPHORIBOSYL-ATP" // "WATER"	"PHOSPHORIBOSYL-AMP" // "PPI" // "PROTON"
RXN-17701	EG11843-MONOMER	"EG11843-MONOMER"	"RXN-17701"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-19111 // CPD-10247 // GLYCEROL	CPD-19111 // WATER	CPD-10247 // GLYCEROL	"CPD-19111" // "WATER"	"CPD-10247" // "GLYCEROL"
RIBOSYLNICOTINAMIDE-KINASE-RXN	CPLX0-7975	"CPLX0-7975"	"RIBOSYLNICOTINAMIDE-KINASE-RXN"	LEFT-TO-RIGHT	ATP // NICOTINAMIDE_RIBOSE // PROTON // NICOTINAMIDE_NUCLEOTIDE // ADP	NICOTINAMIDE_RIBOSE // ATP	PROTON // NICOTINAMIDE_NUCLEOTIDE // ADP	"NICOTINAMIDE_RIBOSE" // "ATP"	"PROTON" // "NICOTINAMIDE_NUCLEOTIDE" // "ADP"
RXN0-7092	XANTHOSINEPHOSPHORY-CPLX	"XANTHOSINEPHOSPHORY-CPLX"	"RXN0-7092"	PHYSIOL-RIGHT-TO-LEFT	PROTON // RIBOSE-1P // NIACINAMIDE // NICOTINAMIDE_RIBOSE // Pi	NIACINAMIDE // RIBOSE-1P // PROTON	NICOTINAMIDE_RIBOSE // Pi	"NIACINAMIDE" // "RIBOSE-1P" // "PROTON"	"NICOTINAMIDE_RIBOSE" // "Pi"
